hp_diff,hazards_active,is_late_game,action
-22.52559726962457,0,0,0
-16.382252559726965,0,0,0
34.39730065156687,0,0,0
38.81476884889854,0,0,0
68.93181818181819,0,1,1
69.57070707070707,0,1,1
-30.71672354948805,0,1,0
-66.61616161616162,0,1,1
43.682310469314075,0,1,0
-74.74402730375427,0,1,0
-24.914675767918098,0,1,0
-56.996587030716725,0,1,0
0.0,0,1,0
32.051282051282044,0,1,0
0.0,0,1,0
-28.378207559094932,0,1,0
-13.99317406143345,0,1,0
29.66439135381114,0,1,0
52.31481481481482,0,1,0
-11.262798634812285,0,1,0
65.43624161073825,0,0,0
0.0,0,0,1
-9.747292418772574,0,0,0
-28.76712328767124,0,0,1
0.0,0,0,0
0.0,0,0,1
-36.17095609642482,0,0,0
-34.05095242288163,0,0,0
-18.456955117496392,0,0,1
53.04659498207885,0,0,0
-2.344478813767367,0,0,0
64.68401486988847,0,0,0
0.0,0,0,1
-9.716599190283404,0,0,0
-56.171455232304375,0,0,0
5.593910426624177,0,1,0
-26.19047619047619,0,1,0
-66.32653061224491,0,1,0
-29.069767441860463,0,1,1
-8.97674418604651,0,1,0
33.81818181818181,0,1,0
8.283298097251587,0,1,0
0.0,0,1,1
0.0,0,1,0
0.0,0,1,0
27.32919254658384,0,0,1
0.0,0,0,0
-6.80100755667506,0,0,1
-0.7556675062972289,0,0,0
-10.327455919395462,0,0,0
-4.28211586901763,0,0,0
56.346749226006196,0,0,0
-19.647355163727966,0,0,0
0.0,0,0,1
0.0,0,0,1
-72.92418772563177,0,0,0
89.89547038327527,0,0,0
0.0,0,0,0
79.26829268292683,0,0,0
69.65819306080385,0,0,1
0.0,0,1,0
64.27344555135693,0,1,0
0.0,0,1,1
-55.63380281690141,0,1,0
0.0,0,1,1
-38.94736842105263,0,1,0
61.49068322981366,0,1,1
61.20496894409938,0,1,0
-41.56171284634761,0,1,1
-69.77329974811083,0,1,0
0.0,0,1,0
-15.365239294710335,0,1,0
-9.319899244332504,0,1,0
-3.2745591939546586,0,1,0
-6.045340050377831,0,1,0
-9.571788413098233,0,1,0
-36.27204030226701,0,1,0
-62.97229219143577,0,1,0
0.0,0,1,0
-20.40302267002518,0,1,0
-41.05793450881612,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
-6.045340050377831,0,1,0
-8.060453400503775,0,1,0
-9.823677581863976,0,1,0
-11.838790931989934,0,1,0
-11.838790931989934,0,1,0
-11.838790931989934,0,1,0
-11.838790931989934,0,1,0
-11.838790931989934,0,1,0
-11.838790931989934,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-13.853904282115863,0,1,0
-16.120906801007564,0,1,0
-18.136020151133508,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
0.0,0,1,0
-3.0226700251889156,0,1,0
0.0,0,1,0
-27.204030226700255,0,1,0
0.0,0,1,0
0.0,0,1,0
-10.222662333916588,0,1,0
-96.72544080604534,0,1,0
0.0,0,0,0
8.89679715302492,0,0,0
21.35231316725978,0,0,0
9.252669039145914,0,0,1
0.0,0,0,0
-52.797153024911026,0,0,1
0.0,0,0,1
18.88111888111888,0,0,0
-11.356216770823607,0,0,0
-14.232209737827716,0,0,1
31.468531468531467,0,0,0
0.0,0,0,0
0.0,0,0,0
78.68063495439922,0,0,0
-6.844106463878333,0,1,0
0.0,0,1,1
0.0,0,1,0
0.0,0,1,0
9.747292418772574,0,1,1
32.1285140562249,0,1,0
-54.752851711026615,0,1,1
0.0,0,1,1
0.0,0,1,0
0.0,0,1,1
-33.19327731092437,0,1,0
-0.2221605109691751,0,0,0
-91.49797570850203,0,0,0
13.615549948602933,0,0,0
-19.51219512195121,0,0,0
80.06230529595015,0,0,0
43.150684931506845,0,0,0
0.0,0,0,0
68.15068493150685,0,0,0
0.0,0,0,1
0.0,0,0,0
-11.919476228354647,0,0,0
0.0,0,0,0
58.616866775312914,0,1,0
-6.04982206405694,0,1,0
38.62308334431703,0,1,0
-54.09252669039146,0,1,0
0.0,0,1,0
26.271186440677965,0,0,0
38.13559322033898,0,0,0
32.203389830508485,0,0,0
16.54468412942989,0,0,0
25.585742771684963,0,0,1
-53.09072781655034,0,0,0
22.60529019003595,0,0,1
26.123523369286083,0,0,0
-13.810550763105496,0,0,0
-50.7879893828799,0,0,0
13.892545171712328,0,0,1
-20.655737704918025,0,0,0
65.23478744095583,0,0,0
42.11308696860239,0,0,0
-20.649232370543846,0,0,0
0.0,0,1,1
0.0,0,1,0
33.6890770826132,0,1,0
0.0,0,1,1
57.540022870211544,0,1,0
-30.660377358490564,0,1,0
9.876543209876544,0,1,1
-12.167300380228141,0,1,0
-24.90530303030303,0,1,0
-13.660037878787879,0,1,0
-2.4029356060606055,0,1,0
-17.817059483726144,0,1,0
-73.48484848484848,0,1,0
0.0,0,1,0
0.0,0,0,0
13.934744320725994,0,0,0
0.0,0,0,1
79.42238267148014,0,0,0
12.449799196787154,0,0,0
78.714859437751,0,0,0
-49.76571079926784,0,0,0
0.0,0,0,1
-82.70676691729324,0,0,0
18.05230574241982,0,0,0
-48.0,0,0,1
47.148288973384034,0,0,0
87.45247148288973,0,1,0
78.70722433460077,0,1,0
28.51711026615969,0,1,0
0.0,0,1,1
-31.173974093999966,0,1,0
0.0,0,0,0
-6.104651162790702,0,0,1
-65.40697674418604,0,0,0
-21.511627906976756,0,0,0
-27.616279069767444,0,0,0
-41.463414634146346,0,0,1
-22.255192878338278,0,0,1
43.67775366490988,0,0,0
-9.792284866468847,0,0,0
-76.82926829268293,0,0,1
14.72868217054264,0,0,0
-20.42909717328321,0,0,1
-26.630647560880107,0,0,0
10.549943883277216,0,0,0
-78.2829153379873,0,0,1
0.0,0,1,1
49.644594089038534,0,1,0
-58.174904942965775,0,1,1
24.734982332155482,0,1,1
0.0,0,1,0
0.0,0,1,1
90.63132398737562,0,1,0
-31.454005934718097,0,1,0
-40.61572700296736,0,1,0
6.25,0,1,1
0.0,0,1,0
10.85526315789474,0,1,0
20.39473684210526,0,1,0
-14.018995868510878,0,1,0
-1.284354230285615,0,1,0
-5.760403916768681,0,1,1
-1.3616891064871472,0,1,0
84.53947368421052,0,1,1
-79.46127946127946,0,1,0
0.0,0,1,1
0.0,0,1,0
-10.440963356566144,0,1,0
0.0,0,1,0
0.0,0,0,0
38.0147523142861,0,0,0
-19.78798586572438,0,0,0
-12.359550561797747,0,0,1
0.0,0,0,0
-25.795053003533567,0,0,1
-60.42402826855124,0,0,0
-42.93706882046105,0,0,0
-0.053283975545461715,0,0,0
-12.5,0,0,1
0.0,0,0,0
-41.57303370786517,0,0,1
34.230769230769226,0,0,0
-71.484375,0,0,1
31.060606060606062,0,1,0
-12.307692307692307,0,1,1
0.0,0,1,0
-50.0,0,1,1
-35.685805422647526,0,1,0
0.0,0,1,0
-24.615384615384613,0,1,1
-86.53846153846153,0,1,0
0.0,0,0,0
0.0,0,0,1
0.0,0,0,0
-26.538461538461533,0,0,1
30.985915492957744,0,0,0
41.54929577464789,0,0,0
2.816901408450704,0,0,0
0.0,0,0,0
-10.491803278688522,0,0,1
80.9489725236666,0,0,0
40.92526690391459,0,0,0
34.87544483985765,0,0,1
0.0,0,0,0
-89.89169675090253,0,0,1
55.16014234875445,0,1,0
-39.23076923076923,0,1,1
8.320558445113601,0,1,0
-83.84615384615384,0,1,0
-8.85245901639344,0,1,1
-2.622950819672127,0,1,0
14.840989399293292,0,1,0
-40.22988505747126,0,1,1
57.24381625441696,0,1,0
-25.52292758214532,0,1,0
0.0,0,1,1
33.511189634864536,0,1,0
3.651354534746755,0,1,0
-24.168433451118965,0,1,0
-10.819672131147541,0,1,1
61.9567861901176,0,1,0
0.0,0,0,0
34.86616161616161,0,0,0
0.0,0,0,1
0.0,0,0,0
-58.455882352941174,0,0,1
28.57142857142857,0,0,0
22.61904761904762,0,0,1
32.35294117647058,0,0,0
-15.454545454545453,0,0,1
-15.346320346320354,0,0,0
4.761904761904773,0,0,0
0.0,0,0,1
0.0,0,0,0
67.22689075630252,0,0,0
-30.60606060606061,0,0,1
-47.27272727272728,0,1,0
-41.21212121212121,0,1,0
0.0,0,1,1
0.0,0,1,0
34.90909090909091,0,1,0
-75.15151515151516,0,1,1
-69.0909090909091,0,1,0
0.0,0,1,0
-94.23076923076923,0,1,1
16.18705035971223,0,1,0
0.0,0,1,0
38.21195144724557,0,1,0
0.0,0,1,0
0.0,0,0,0
32.894271570014155,0,0,0
0.0,0,0,0
58.874458874458874,0,0,0
46.753246753246756,0,0,0
-53.41365461847389,0,0,1
61.47186147186147,0,0,0
0.0,0,0,0
68.19787985865725,0,0,0
0.0,0,0,1
1.2987012987013031,0,1,0
-89.2988929889299,0,1,0
0.0,0,1,0
-3.010323010322999,0,1,0
66.23376623376623,0,1,0
24.56376956376956,0,1,0
70.12987012987013,0,1,0
48.484848484848484,0,1,0
-22.84881784881785,0,1,0
50.21645021645021,0,1,0
16.995431101224554,0,1,0
83.11688311688312,0,1,1
79.22077922077922,0,1,1
-32.03463203463204,0,1,0
18.011743706941132,0,1,1
0.0,0,1,0
-93.5064935064935,0,1,1
40.11710344137322,0,1,0
0.0,0,1,0
0.0,0,1,0
12.804878048780495,0,0,0
-4.748706577974872,0,0,0
60.82089552238806,0,0,0
-93.93939393939394,0,0,0
0.0,0,0,0
-9.967845659163984,0,0,0
-22.433460076045634,0,0,1
-0.945997151555531,0,0,0
-7.126493208967432,0,0,1
6.529209621993132,0,0,0
45.09803921568627,0,1,0
0.0,0,1,0
0.0,0,1,1
64.31372549019608,0,1,0
-73.76425855513308,0,1,0
-85.58791632367736,0,1,0
-42.70317586235194,0,1,0
18.148148148148152,0,1,0
-77.17041800643086,0,1,0
-30.827067669172934,0,1,1
-59.02255639097744,0,1,0
69.7594501718213,0,1,0
13.745704467353946,0,1,0
-6.6416040100250555,0,1,0
-87.96992481203007,0,1,0
0.0,0,0,1
-31.41935483870968,0,0,0
0.0,0,0,1
0.0,0,0,0
9.960159362549803,0,0,1
-9.778929395201146,0,0,0
