battle_id,winner,turns,won,team_us,team_opp,fainted_us,fainted_opp,moves_used
battle-gen9randomdoublesbattle-90517,V1_B_a87e,24,0,archaludon|lilliganthisui|regidrago|scrafty|toxapex|uxie,cramorant|cresselia|farigiraf|scovillain|swampert|vileplume,6,3,
battle-gen9randomdoublesbattle-90518,V1_A_a87e,17,1,bastiodon|dondozo|farigiraf|indeedee|klefki|salamence,arbok|chiyu|groudon|komala|scyther|toedscruel,5,6,
battle-gen9randomdoublesbattle-90519,V1_A_a87e,15,1,breloom|bronzong|dragonite|eiscuenoice|ninetales|wyrdeer,avalugg|electrode|goodra|klefki|venusaur|wugtrio,4,6,
battle-gen9randomdoublesbattle-90520,V1_B_a87e,17,0,breloom|delibird|ironbundle|ludicolo|raichualola|vigoroth,basculin|incineroar|magcargo|palafin|pawmot|spectrier,6,5,
battle-gen9randomdoublesbattle-90521,V1_A_a87e,17,1,alomomola|cramorant|espathra|florgesyellow|ogerponhearthflame|palossand,drednaw|groudon|haxorus|slowbrogalar|tauros|typhlosion,4,6,
battle-gen9randomdoublesbattle-90522,V1_A_a87e,16,1,araquanid|greattusk|irontreads|magearnaoriginal|medicham|toucannon,articunogalar|dragapult|krookodile|luvdisc|medicham|raikou,5,6,
battle-gen9randomdoublesbattle-90523,V1_A_a87e,16,1,cetitan|golem|oinkologne|toedscruel|virizion|wigglytuff,feraligatr|gyarados|ironhands|leavanny|okidogi|zebstrika,5,6,
battle-gen9randomdoublesbattle-90524,V1_A_a87e,15,1,donphan|dragalge|heracross|ironmoth|magearnaoriginal|trevenant,arbok|cacturne|clodsire|rhyperior|slaking|slowbro,4,6,
battle-gen9randomdoublesbattle-90525,V1_B_a87e,22,0,chesnaught|drednaw|miraidon|shayminsky|toxicroak|umbreon,chandelure|cloyster|gardevoir|gyarados|slitherwing|whimsicott,6,3,
battle-gen9randomdoublesbattle-90526,V1_A_a87e,8,1,clawitzer|empoleon|espeon|hawlucha|jolteon|raikou,copperajah|cryogonal|dewgong|gardevoir|ironboulder|ironmoth,2,6,
battle-gen9randomdoublesbattle-90527,V1_A_a87e,14,1,blissey|fluttermane|hypno|lucario|malamar|sceptile,cloyster|diancie|espathra|grafaiai|mewtwo|quaquaval,3,6,
battle-gen9randomdoublesbattle-90528,V1_B_a87e,22,0,archaludon|greninja|moltresgalar|mudsdale|sudowoodo|zacian,entei|giratina|ironbundle|ironcrown|sableye|virizion,6,5,
battle-gen9randomdoublesbattle-90529,V1_B_a87e,15,0,blastoise|darkrai|grimmsnarl|ironthorns|vespiquen|volbeat,excadrill|hitmonchan|magnezone|spiritomb|squawkabillywhite|tentacruel,6,2,
battle-gen9randomdoublesbattle-90530,V1_A_a87e,19,1,arbok|conkeldurr|dondozo|fezandipiti|palkia|sawsbucksummer,donphan|swalot|talonflame|umbreon|venomoth|zangoose,4,6,
battle-gen9randomdoublesbattle-90531,V1_B_a87e,15,0,arceusfairy|azelf|garchomp|pelipper|staraptor|volcarona,ariados|donphan|hitmonlee|kyuremblack|phione|primarina,6,4,
battle-gen9randomdoublesbattle-90532,V1_A_a87e,17,1,abomasnow|clefable|cramorant|probopass|quagsire|swalot,copperajah|heracross|hydreigon|ludicolo|mew|zamazenta,4,6,
battle-gen9randomdoublesbattle-90533,V1_B_a87e,11,0,brambleghast|darkrai|greninja|ironthorns|kyogre|toxicroak,alomomola|dedenne|spiritomb|tentacruel|zarude,6,4,
battle-gen9randomdoublesbattle-90534,V1_B_a87e,17,0,ampharos|coalossal|grumpig|infernape|krookodile|victreebel,magnezone|poliwrath|regigigas|rhydon|scizor|spidops,6,2,
battle-gen9randomdoublesbattle-90535,V1_A_a87e,24,1,chandelure|kingdra|klefki|murkrow|seviper|snorlax,armarouge|emboar|lumineon|munkidori|ribombee|venomoth,6,6,
battle-gen9randomdoublesbattle-90536,V1_A_a87e,16,1,altaria|cloyster|golurk|hooh|sinistchamasterpiece|sylveon,flapple|magmar|mewtwo|ogerpon|ribombee|rotomheat,3,6,
battle-gen9randomdoublesbattle-90537,V1_A_a87e,15,1,appletun|blaziken|cetitan|glaceon|hitmonchan|meowstic,hariyama|hippowdon|passimian|scizor|tauros|walkingwake,4,6,
battle-gen9randomdoublesbattle-90538,V1_A_a87e,23,1,bruxish|goodra|oinkologne|trevenant|yanmega|zaciancrowned,garganacl|indeedeef|politoed|suicune|toxicroak|uxie,5,6,
battle-gen9randomdoublesbattle-90539,V1_B_a87e,24,0,clefairy|kingdra|overqwil|primarina|raikou|staraptor,dialga|farigiraf|palkia|scrafty|trevenant|wugtrio,6,5,
battle-gen9randomdoublesbattle-90540,V1_A_a87e,26,1,ariados|cinderace|hypno|rhyperior|skeledirge|veluza,heatran|luxray|mimikyu|regigigas|tornadustherian|zekrom,3,6,
battle-gen9randomdoublesbattle-90541,V1_B_a87e,11,0,barraskewda|gengar|irontreads|palafinhero|ribombee|sudowoodo,entei|hitmontop|munkidori|perrserker|screamtail|swanna,6,5,
battle-gen9randomdoublesbattle-90542,V1_A_a87e,16,1,bellibolt|corviknight|donphan|exeggutoralola|houndstone|lucario,clodsire|gardevoir|heatran|malamar|morpeko|ogerponwellspring,4,6,
