battle_id,winner,turns,won,team_us,team_opp,fainted_us,fainted_opp,moves_used
battle-gen9randombattle-70749,Expert_A_ac6f,19,1,carbink|glastrier|gougingfire|ludicolo|medicham|shaymin,gougingfire|incineroar|kingdra|quagsire|scizor|zoroarkhisui,4,6,airslash|bodypress|bulletpunch|hydropump|icebeam|iciclecrash|moonblast|seedflare|zenheadbutt
battle-gen9randombattle-70750,Expert_A_ac6f,19,1,azelf|grimmsnarl|gurdurr|malamar|misdreavus|slaking,dugtrioalola|gengar|golduck|regidrago|vikavolt|zangoose,4,6,drainingkiss|knockoff|machpunch|psychic|shadowball|suckerpunch
battle-gen9randombattle-70751,Expert_A_ac6f,22,1,amoonguss|beartic|ironbundle|lucario|reshiram|slowkinggalar,armarouge|jirachi|ludicolo|palafin|rhydon|victreebel,5,6,aurasphere|earthpower|freezedry|gigadrain|iciclecrash|psyshock|sludgebomb|vacuumwave
battle-gen9randombattle-70752,Expert_A_ac6f,18,1,brambleghast|dedenne|greattusk|ironcrown|serperior|skeledirge,chiyu|cinccino|exeggutor|fluttermane|palossand|shayminsky,4,6,closecombat|focusblast|leafstorm|poltergeist|powerwhip|psyshock|torchsong
battle-gen9randombattle-70753,Expert_B_ac6f,22,0,breloom|chiyu|copperajah|flamigo|ogerponhearthflame|stonjourner,azelf|bellossom|dragalge|palafin|scizor,6,5,earthquake|machpunch|psychic|stompingtantrum|stoneedge|throatchop
battle-gen9randombattle-70754,Expert_B_ac6f,25,0,beartic|eelektross|hariyama|kommoo|palafin|walkingwake,azumarill|fezandipiti|flapple|suicune,6,2,boomburst|closecombat|dracometeor|drainpunch|fakeout|wavecrash
battle-gen9randombattle-70755,Expert_A_ac6f,20,1,abomasnow|dachsbun|infernape|kingdra|ragingbolt|rotomheat,gengar|grafaiai|hatterene|lumineon|mabosstiff|miniorindigo,4,6,closecombat|playrough|thunderclap|voltswitch|wavecrash|woodhammer
battle-gen9randombattle-70756,Expert_B_ac6f,23,0,corviknight|dragonite|klefki|mamoswine|mew|pyroar,articunogalar|azumarill|bombirdier|camerupt,6,3,bodypress|bravebird|closecombat|darkpulse|hypervoice|iceshard|ironhead|outrage|playrough
battle-gen9randombattle-70757,Expert_B_ac6f,19,0,amoonguss|azumarill|leavanny|morpeko|piloswine|sandaconda,alcremierubyswirl|alomomola|chandelure|gengar|regidrago|swalot,6,5,aurawheel|earthquake|gigadrain|iceshard|knockoff|liquidation|playrough|rapidspin|stompingtantrum
battle-gen9randombattle-70758,Expert_A_ac6f,22,1,copperajah|espathra|garganacl|poliwrath|vivillonarchipelago|zapdosgalar,bellibolt|crawdaunt|emboar|mimikyu|pelipper|sneasler,4,6,dazzlinggleam|hurricane|ironhead|liquidation|saltcure
battle-gen9randombattle-70759,Expert_B_ac6f,23,0,ampharos|basculegion|masquerain|meloetta|snorlax|sunflora,carbink|cloyster|sandaconda|shiftry|sneasler,6,4,aquajet|bodyslam|closecombat|crunch|dazzlinggleam|earthpower|earthquake|hydropump|thunderbolt|wavecrash
battle-gen9randombattle-70760,Expert_A_ac6f,22,1,azelf|bellibolt|brutebonnet|giratina|hypno|ribombee,dragapult|eelektross|groudon|ironthorns|meganium|solgaleo,5,6,dragonpulse|knockoff|moonblast|muddywater|psychicnoise|psyshock|suckerpunch
battle-gen9randombattle-70761,Expert_A_ac6f,18,1,chienpao|palkia|ragingbolt|rillaboom|stonjourner|sunflora,forretress|leafeon|mew|munkidori|tentacruel|torterra,4,6,dragonpulse|earthquake|grassyglide|sludgebomb|throatchop|thunderclap|woodhammer
battle-gen9randombattle-70762,Expert_B_ac6f,32,0,arceusflying|chandelure|darkrai|incineroar|metagross|vaporeon,blissey|diancie|heatran|magearnaoriginal|meloetta|virizion,6,4,bulletpunch|closecombat|darkpulse|earthpower|energyball|judgment|scald|sludgebomb
battle-gen9randombattle-70763,Expert_B_ac6f,22,0,articuno|beartic|chimecho|goodra|slowbro|toucannon,annihilape|azelf|floatzel|scovillain|squawkabilly|weavile,6,5,boomburst|dazzlinggleam|freezedry|iciclecrash|psychicnoise|scald|storedpower
battle-gen9randombattle-70764,Expert_A_ac6f,17,1,cacturne|cryogonal|delphox|gliscor|kyogre|torkoal,clodsire|cloyster|fluttermane|haxorus|tentacruel|zarude,4,6,freezedry|lavaplume|leafstorm|psyshock|solarbeam|suckerpunch|thunder
battle-gen9randombattle-70765,Expert_B_ac6f,18,0,chienpao|grafaiai|mienshao|miniorgreen|skuntank|toucannon,barraskewda|bombirdier|braviaryhisui|ninetalesalola|pincurchin|umbreon,6,5,acrobatics|gunkshot|knockoff|sacredsword|throatchop
battle-gen9randombattle-70766,Expert_B_ac6f,24,0,arceusbug|conkeldurr|espeon|overqwil|samurotthisui|weezing,exeggutoralola|girafarig|magearnaoriginal|malamar|phione,6,4,alluringvoice|earthpower|fireblast|gunkshot|liquidation|machpunch|psyshock|suckerpunch
battle-gen9randombattle-70767,Expert_B_ac6f,21,0,avalugghisui|eelektross|fluttermane|torterra|volcanion|wochien,brambleghast|florges|gardevoir|kingambit|rabsca|walkingwake,6,5,bodypress|flamethrower|headlongrush|knockoff|moonblast|stoneedge|uturn
