battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp
battle-gen9randombattle-7284,v1,random,v1Ad73f2ab1p8000,1,44,archaludon|bellibolt|dodrio|gumshoos|oricoriosensu|skuntank,cetitan|cobalion|minun|roaringmoon|toxtricity|uxie,3,3,2.577,6,0,0.0
battle-gen9randombattle-7285,v1,random,v1Ad73f2ab1p8000,1,19,electivire|gholdengo|ironcrown|poliwrath|volbeat|volcarona,bastiodon|deoxys|ironvaliant|lucario|lunala|ogerponhearthflame,3,3,2.817,6,0,0.0
battle-gen9randombattle-7286,v1,random,v1Ad73f2ab1p8000,1,27,cresselia|drednaw|dugtrioalola|gurdurr|magearnaoriginal|oricoriosensu,dedenne|dusknoir|hitmontop|mandibuzz|suicune|tatsugiri,1,5,4.515,6,0,0.0
battle-gen9randombattle-7287,v1,random,v1Ad73f2ab1p8000,1,18,azelf|cetitan|dugtrio|luvdisc|trevenant|venomoth,dewgong|dipplin|ninetalesalola|poliwrath|regigigas|wyrdeer,2,4,3.782,6,0,0.0
battle-gen9randombattle-7288,v1,random,v1Ad73f2ab1p8000,1,29,chandelure|flamigo|jolteon|scrafty|tinglu|venomoth,amoonguss|cryogonal|hypno|illumise|oricoriopau|phione,2,4,3.851,6,0,0.0
battle-gen9randombattle-7289,v1,random,v1Ad73f2ab1p8000,1,31,garganacl|gyarados|ironleaves|tentacruel|tsareena|venomoth,clodsire|eiscue|hawlucha|ironcrown|serperior|uxie,2,4,3.5,6,0,0.0
battle-gen9randombattle-7290,v1,random,v1Ad73f2ab1p8000,1,29,delphox|glaceon|grumpig|heatran|mausholdfour|zamazenta,brambleghast|copperajah|flareon|manaphy|shiftry|tinglu,5,1,1.0,6,0,0.0
battle-gen9randombattle-7291,v1,random,v1Ad73f2ab1p8000,1,19,floatzel|flygon|grumpig|hitmonchan|scyther|venomoth,clodsire|decidueye|mewtwo|orthworm|ursaluna|venomoth,0,6,5.243,6,0,0.0
battle-gen9randombattle-7292,v1,random,v1Ad73f2ab1p8000,1,20,appletun|cetitan|dondozo|flamigo|latias|perrserker,ampharos|krookodile|meloetta|palafin|sinistcha|umbreon,1,5,3.488,6,0,0.0
battle-gen9randombattle-7293,v1,random,v1Ad73f2ab1p8000,1,28,altaria|bronzong|duraludon|magcargo|milotic|scyther,avalugg|braviary|cloyster|furret|gurdurr|slowbrogalar,1,5,4.655,6,0,0.0
battle-gen9randombattle-7294,v1,random,v1Ad73f2ab1p8000,1,42,ceruledge|lugia|oinkolognef|salamence|spiritomb|vileplume,cobalion|cresselia|flapple|kilowattrel|mew|rampardos,4,2,2.0,6,0,0.0
battle-gen9randombattle-7295,v1,random,v1Ad73f2ab1p8000,1,16,ceruledge|farigiraf|mabosstiff|magmortar|palossand|virizion,cresselia|hippowdon|manaphy|mightyena|poliwrath|sunflora,3,3,3.0,6,0,0.0
battle-gen9randombattle-7296,v1,random,v1Ad73f2ab1p8000,1,24,azumarill|farigiraf|hatterene|irontreads|mienshao|palafin,crabominable|ironhands|ironjugulis|palossand|seviper|shayminsky,2,4,3.275,6,0,0.0
battle-gen9randombattle-7297,v1,random,v1Ad73f2ab1p8000,1,15,alcremiecaramelswirl|eiscue|exeggutor|houndoom|mew|misdreavus,bellossom|dodrio|hitmonchan|orthworm|poliwrath|seviper,1,5,4.373,6,0,0.0
battle-gen9randombattle-7298,v1,random,v1Ad73f2ab1p8000,1,16,blissey|dragapult|golduck|serperior|tinkaton|whimsicott,camerupt|cobalion|mismagius|toxtricity|ursaluna|vigoroth,2,4,3.828,6,0,0.0
battle-gen9randombattle-7299,v1,random,v1Ad73f2ab1p8000,1,21,carbink|krookodile|lugia|metagross|reshiram|salamence,golurk|hawlucha|hydreigon|necrozma|persianalola|rampardos,1,5,4.81,6,0,0.0
battle-gen9randombattle-7300,v1,random,v1Ad73f2ab1p8000,1,33,blaziken|dragapult|frosmoth|haxorus|heatran|okidogi,alomomola|eelektross|empoleon|garchomp|hypno|solgaleo,2,4,2.55,6,0,0.0
battle-gen9randombattle-7301,v1,random,v1Ad73f2ab1p8000,1,18,articuno|falinks|hitmonchan|mimikyu|piloswine|raichualola,enamorustherian|garchomp|gardevoir|hoopa|mightyena|seviper,2,4,3.167,6,0,0.0
battle-gen9randombattle-7302,v1,random,v1Ad73f2ab1p8000,1,22,carbink|dondozo|dragonite|medicham|moltres|ursaring,dunsparce|garchomp|gengar|hariyama|salazzle|vivillonsavanna,2,4,3.208,6,0,0.0
battle-gen9randombattle-7303,v1,random,v1Ad73f2ab1p8000,1,31,greattusk|heracross|luxray|ragingbolt|swampert|volcanion,annihilape|lanturn|misdreavus|regirock|staraptor|tornadus,2,4,3.436,6,0,0.0
battle-gen9randombattle-7304,v1,random,v1Ad73f2ab1p8000,1,20,araquanid|bellossom|lurantis|magmortar|mamoswine|noctowl,blastoise|dragapult|infernape|ironcrown|magnezone|mimikyubusted,1,5,4.289,6,0,0.0
battle-gen9randombattle-7305,v1,random,v1Ad73f2ab1p8000,1,23,chiyu|ditto|espathra|klefki|poliwrath|slaking,cacturne|gholdengo|golem|haxorus|sylveon|toxtricity,2,4,3.232,6,0,0.0
battle-gen9randombattle-7306,v1,random,v1Ad73f2ab1p8000,1,29,glaceon|hoopaunbound|ironvaliant|sandyshocks|scrafty|spidops,espeon|heracross|masquerain|qwilfish|torkoal|zarude,1,5,4.905,6,0,0.0
battle-gen9randombattle-7307,v1,random,v1Ad73f2ab1p8000,1,20,baxcalibur|donphan|furret|regice|slowkinggalar|squawkabillywhite,barraskewda|goodra|hawlucha|hitmontop|salazzle|sinistcha,3,3,2.132,6,0,0.0
battle-gen9randombattle-7308,v1,random,v1Ad73f2ab1p8000,1,24,bombirdier|dragonite|floatzel|regigigas|spiritomb|suicune,arboliva|bruxish|clefable|glastrier|palafinhero|probopass,1,5,5.0,6,0,0.0
battle-gen9randombattle-7309,v1,random,v1Ad73f2ab1p8000,1,18,dachsbun|excadrill|krookodile|mienshao|smeargle|zamazenta,chiyu|corviknight|gardevoir|sceptile|uxie|zamazentacrowned,1,5,4.156,6,0,0.0
battle-gen9randombattle-7310,v1,random,v1Ad73f2ab1p8000,1,21,dachsbun|glaceon|kricketune|kyurem|venusaur|zoroarkhisui,azumarill|clawitzer|gholdengo|ironmoth|misdreavus|wochien,3,3,2.311,6,0,0.0
battle-gen9randombattle-7311,v1,random,v1Ad73f2ab1p8000,1,21,ariados|cloyster|dunsparce|kleavor|maushold|samurott,hawlucha|lucario|pikachu|shiftry|staraptor|veluza,4,2,2.0,6,0,0.0
battle-gen9randombattle-7312,v1,random,v1Ad73f2ab1p8000,1,13,avalugghisui|azelf|dudunsparce|eelektross|salazzle|terapagosterastal,ironbundle|ironmoth|phione|sneasler|vikavolt|zacian,4,2,1.31,6,0,0.0
battle-gen9randombattle-7313,v1,random,v1Ad73f2ab1p8000,1,35,ariados|greedent|hariyama|hitmontop|mabosstiff|zangoose,cresselia|ironjugulis|malamar|misdreavus|ragingbolt|scizor,5,1,0.565,6,0,0.0
battle-gen9randombattle-7314,v1,random,v1Ad73f2ab1p8000,1,15,brambleghast|gliscor|houndoom|tsareena|ursaring|walkingwake,arceusfighting|cinccino|cryogonal|dedenne|grumpig|magmortar,0,6,5.037,6,0,0.0
battle-gen9randombattle-7315,v1,random,v1Ad73f2ab1p8000,1,31,appletun|kilowattrel|muk|pikachusinnoh|quagsire|suicune,galvantula|gastrodoneast|groudon|infernape|leavanny|minun,2,4,3.168,6,0,0.0
battle-gen9randombattle-7316,v1,random,v1Ad73f2ab1p8000,1,27,dialgaorigin|dragapult|floatzel|galvantula|hitmonchan|reuniclus,archaludon|basculegionf|clefable|quaquaval|raichu|scrafty,3,3,3.0,6,0,0.0
battle-gen9randombattle-7317,v1,random,v1Ad73f2ab1p8000,1,34,ambipom|camerupt|chandelure|dodrio|giratinaorigin|masquerain,baxcalibur|clefable|dudunsparce|grimmsnarl|mienshao|sandyshocks,4,2,1.556,6,0,0.0
battle-gen9randombattle-7318,v1,random,v1Ad73f2ab1p8000,1,21,azumarill|cryogonal|flareon|jumpluff|mamoswine|persian,dugtrio|gallade|lapras|latios|registeel|torterra,3,3,3.0,6,0,0.0
battle-gen9randombattle-7319,v1,random,v1Ad73f2ab1p8000,1,37,dachsbun|hariyama|hitmonlee|indeedeef|pyroar|salamence,gastrodon|okidogi|oricoriopau|polteageist|veluza|zarudedada,2,4,3.437,6,0,0.0
battle-gen9randombattle-7320,v1,random,v1Ad73f2ab1p8000,1,17,arceuselectric|flapple|hoopaunbound|komala|quagsire|weavile,bisharp|hooh|magnezone|malamar|smeargle|uxie,2,4,3.154,6,0,0.0
battle-gen9randombattle-7321,v1,random,v1Ad73f2ab1p8000,1,26,amoonguss|azelf|galvantula|kyuremwhite|quagsire|yanmega,abomasnow|barraskewda|glalie|hawlucha|oricorio|terrakion,3,3,3.0,6,0,0.0
battle-gen9randombattle-7322,v1,random,v1Ad73f2ab1p8000,1,21,masquerain|medicham|morpeko|pawmot|uxie|zacian,brambleghast|dialgaorigin|emboar|espeon|sinistcha|squawkabillywhite,4,2,1.568,6,0,0.0
battle-gen9randombattle-7323,v1,random,v1Ad73f2ab1p8000,1,26,ironcrown|magearnaoriginal|meowsticf|sylveon|tornadustherian|walkingwake,avalugg|decidueyehisui|falinks|magearnaoriginal|slowbrogalar|tyranitar,2,4,3.349,6,0,0.0
battle-gen9randombattle-7324,v1,random,v1Ad73f2ab1p8000,1,19,dedenne|lapras|morpeko|swanna|talonflame|zamazenta,avalugghisui|barraskewda|corviknight|electrodehisui|heracross|luvdisc,3,3,2.762,6,0,0.0
battle-gen9randombattle-7325,v1,random,v1Ad73f2ab1p8000,1,40,blissey|excadrill|kyurem|lokix|magearna|mienshao,azelf|empoleon|entei|magearna|necrozma|pelipper,3,3,2.939,6,0,0.0
battle-gen9randombattle-7326,v1,random,v1Ad73f2ab1p8000,1,16,arceuswater|bellibolt|palossand|samurotthisui|toxicroak|vivillonjungle,cetitan|dragapult|reshiram|sinistchamasterpiece|snorlax|zamazentacrowned,0,6,5.551,6,0,0.0
battle-gen9randombattle-7327,v1,random,v1Ad73f2ab1p8000,1,28,pelipper|raichualola|regirock|sandaconda|sawsbuckautumn|toucannon,dugtrio|duraludon|metagross|sinistcha|spectrier|weavile,5,1,0.725,6,0,0.0
battle-gen9randombattle-7328,v1,random,v1Ad73f2ab1p8000,1,33,arceussteel|bronzong|dudunsparce|eelektross|ogerponhearthflame|rabsca,azumarill|excadrill|gothitelle|kingdra|kricketune|torkoal,5,1,0.94,6,0,0.0
battle-gen9randombattle-7329,v1,random,v1Ad73f2ab1p8000,1,24,goodrahisui|irontreads|porygon2|regidrago|scyther|zamazenta,banette|beartic|dondozo|dunsparce|excadrill|magearnaoriginal,1,5,4.107,6,0,0.0
battle-gen9randombattle-7330,v1,random,v1Ad73f2ab1p8000,1,20,floatzel|gougingfire|hariyama|hydreigon|ironjugulis|volbeat,arbok|gogoat|greninja|miraidon|reshiram|scizor,2,4,3.11,6,0,0.0
battle-gen9randombattle-7331,v1,random,v1Ad73f2ab1p8000,1,41,araquanid|dragapult|gyarados|lycanrocmidnight|thundurustherian|ursaring,cobalion|drednaw|hariyama|heatran|pelipper|screamtail,3,3,2.591,6,0,0.0
battle-gen9randombattle-7332,v1,random,v1Ad73f2ab1p8000,1,31,charizard|comfey|dipplin|eelektross|heatran|rotommow,calyrex|dedenne|haxorus|ragingbolt|screamtail|weezing,1,5,4.421,6,0,0.0
battle-gen9randombattle-7333,v1,random,v1Ad73f2ab1p8000,1,25,bisharp|gardevoir|gastrodoneast|minior|slaking|zarude,cyclizar|forretress|goodra|oricoriosensu|slowbrogalar|uxie,1,5,4.121,6,0,0.0
battle-gen9randombattle-7334,v1,random,v1Ad73f2ab1p8000,1,32,azumarill|hydrapple|jirachi|lokix|meowscarada|swalot,electrode|gyarados|hariyama|quaquaval|spiritomb|volbeat,0,6,5.653,6,0,0.0
battle-gen9randombattle-7335,v1,random,v1Ad73f2ab1p8000,1,40,espathra|fezandipiti|hitmonchan|illumise|mimikyu|ursaring,basculegionf|cetitan|charizard|furret|galvantula|snorlax,3,3,2.388,6,0,0.0
battle-gen9randombattle-7336,v1,random,v1Ad73f2ab1p8000,1,16,cetitan|kleavor|minun|oinkologne|slitherwing|torkoal,granbull|leavanny|medicham|swanna|ursaring|vivillongarden,3,3,2.903,6,0,0.0
battle-gen9randombattle-7337,v1,random,v1Ad73f2ab1p8000,1,20,amoonguss|galvantula|gholdengo|morpeko|ninetales|palafin,delphox|gardevoir|gumshoos|vileplume|walkingwake|whimsicott,1,5,4.403,6,0,0.0
battle-gen9randombattle-7338,v1,random,v1Ad73f2ab1p8000,1,13,basculin|mabosstiff|probopass|rhyperior|tentacruel|vikavolt,blastoise|gengar|golem|hitmontop|necrozma|oinkolognef,0,6,5.186,6,0,0.0
battle-gen9randombattle-7339,v1,random,v1Ad73f2ab1p8000,1,15,dugtrio|eelektross|haxorus|ninetalesalola|wigglytuff|zangoose,cresselia|deoxys|glimmora|greninja|scovillain|tatsugiri,3,3,2.356,6,0,0.0
battle-gen9randombattle-7340,v1,random,v1Ad73f2ab1p8000,1,29,clefable|espathra|glaceon|gliscor|inteleon|overqwil,bisharp|magnezone|manaphy|milotic|piloswine|reuniclus,3,3,2.246,6,0,0.0
battle-gen9randombattle-7341,v1,random,v1Ad73f2ab1p8000,1,21,clawitzer|clodsire|hariyama|palafin|ribombee|scrafty,medicham|miniorblue|ogerponwellspring|oranguru|sceptile|zebstrika,3,3,2.283,6,0,0.0
battle-gen9randombattle-7342,v1,random,v1Ad73f2ab1p8000,1,61,arbok|arceusdark|lumineon|manaphy|screamtail|vikavolt,cinderace|cryogonal|houndstone|inteleon|pachirisu|tyranitar,4,2,1.437,6,0,0.0
battle-gen9randombattle-7343,v1,random,v1Ad73f2ab1p8000,1,22,dondozo|dragonite|entei|exeggutor|venusaur|zaciancrowned,cloyster|espathra|lokix|phione|regigigas|ursaring,2,4,3.16,6,0,0.0
battle-gen9randombattle-7344,v1,random,v1Ad73f2ab1p8000,1,14,ditto|exeggutor|fezandipiti|glastrier|rotom|slowkinggalar,armarouge|ironhands|kleavor|snorlax|sudowoodo|weavile,1,5,4.346,6,0,0.0
battle-gen9randombattle-7345,v1,random,v1Ad73f2ab1p8000,1,19,drednaw|hydreigon|misdreavus|squawkabillyblue|tinglu|zaciancrowned,archaludon|dachsbun|hitmonchan|pachirisu|scyther|spidops,3,3,3.0,6,0,0.0
battle-gen9randombattle-7346,v1,random,v1Ad73f2ab1p8000,1,19,cinccino|deoxysspeed|gardevoir|mukalola|regice|scrafty,archaludon|crabominable|masquerain|porygonz|raikou|veluza,0,6,5.089,6,0,0.0
battle-gen9randombattle-7347,v1,random,v1Ad73f2ab1p8000,1,22,honchkrow|mew|ninetalesalola|okidogi|scizor|terapagos,barraskewda|bellibolt|conkeldurr|cramorant|ninetales|roaringmoon,1,5,4.308,6,0,0.0
battle-gen9randombattle-7348,v1,random,v1Ad73f2ab1p8000,1,21,barraskewda|electrodehisui|falinks|golduck|greedent|hypno,garganacl|oinkolognef|oranguru|oricoriosensu|ribombee|shayminsky,2,4,3.451,6,0,0.0
battle-gen9randombattle-7349,v1,random,v1Ad73f2ab1p8000,1,16,munkidori|ogerponhearthflame|samurotthisui|smeargle|tyranitar|venusaur,gallade|palafinhero|skeledirge|tinglu|wochien|zacian,2,4,3.404,6,0,0.0
battle-gen9randombattle-7350,v1,random,v1Ad73f2ab1p8000,1,23,golurk|honchkrow|hydreigon|pikachuunova|polteageistantique|suicune,arbok|gengar|leavanny|tsareena|umbreon|vivillonocean,4,2,1.886,6,0,0.0
battle-gen9randombattle-7351,v1,random,v1Ad73f2ab1p8000,1,25,hitmonchan|incineroar|magnezone|miraidon|sinistchamasterpiece|tinglu,flareon|illumise|ironleaves|krookodile|lycanrocmidnight|regigigas,1,5,4.576,6,0,0.0
battle-gen9randombattle-7352,v1,random,v1Ad73f2ab1p8000,1,13,fezandipiti|golduck|klawf|ninetalesalola|palossand|taurospaldeablaze,dragapult|gallade|gothitelle|infernape|rampardos|regieleki,2,4,3.952,6,0,0.0
battle-gen9randombattle-7353,v1,random,v1Ad73f2ab1p8000,1,34,archaludon|bastiodon|farigiraf|greattusk|hydreigon|venomoth,alomomola|ironvaliant|jumpluff|pachirisu|sableye|sawsbuckwinter,6,0,0.0,6,0,0.0
battle-gen9randombattle-7354,v1,random,v1Ad73f2ab1p8000,1,17,ditto|jolteon|sudowoodo|swanna|vivillonocean|whiscash,eternatus|glaceon|komala|taurospaldeacombat|victreebel|vivillonelegant,2,4,3.768,6,0,0.0
battle-gen9randombattle-7355,v1,random,v1Ad73f2ab1p8000,1,19,archaludon|cetitan|ironboulder|moltresgalar|pikachukalos|tropius,blastoise|dusknoir|furret|girafarig|landorustherian|sandaconda,4,2,2.0,6,0,0.0
battle-gen9randombattle-7356,v1,random,v1Ad73f2ab1p8000,1,22,delphox|farigiraf|flamigo|slitherwing|sudowoodo|weavile,cyclizar|hydreigon|lapras|magmortar|plusle|swampert,3,3,2.582,6,0,0.0
battle-gen9randombattle-7357,v1,random,v1Ad73f2ab1p8000,1,13,ambipom|feraligatr|hippowdon|klawf|scizor|tentacruel,alcremiecaramelswirl|charizard|delphox|ribombee|sudowoodo|torterra,2,4,3.4,6,0,0.0
battle-gen9randombattle-7358,v1,random,v1Ad73f2ab1p8000,1,29,ampharos|cinderace|dachsbun|drifblim|quagsire|toxtricity,barraskewda|camerupt|misdreavus|persianalola|stonjourner|toedscruel,3,3,2.277,6,0,0.0
battle-gen9randombattle-7359,v1,random,v1Ad73f2ab1p8000,1,38,articuno|dudunsparcethreesegment|farigiraf|sunflora|tropius|typhlosion,braviary|corviknight|glalie|hydreigon|mismagius|volcarona,4,2,1.187,6,0,0.0
battle-gen9randombattle-7360,v1,random,v1Ad73f2ab1p8000,1,31,arceuspsychic|gastrodoneast|magcargo|misdreavus|moltres|pikachu,deoxysattack|eiscuenoice|fezandipiti|noivern|rabsca|swalot,3,3,2.885,6,0,0.0
battle-gen9randombattle-7361,v1,random,v1Ad73f2ab1p8000,1,14,bombirdier|ironmoth|malamar|mismagius|mudsdale|scizor,cinccino|espeon|gholdengo|manaphy|seviper|terrakion,1,5,5.0,6,0,0.0
battle-gen9randombattle-7362,v1,random,v1Ad73f2ab1p8000,1,19,bruxish|clefable|electrodehisui|masquerain|vigoroth|walkingwake,groudon|mienshao|miraidon|munkidori|regice|tornadus,4,2,1.435,6,0,0.0
battle-gen9randombattle-7363,v1,random,v1Ad73f2ab1p8000,1,27,gliscor|illumise|keldeoresolute|magcargo|sceptile|tinkaton,cloyster|minun|rabsca|spiritomb|tinkaton|vespiquen,4,2,1.813,6,0,0.0
battle-gen9randombattle-7364,v1,random,v1Ad73f2ab1p8000,1,45,flamigo|glimmora|jumpluff|mamoswine|palkiaorigin|zekrom,bellossom|lugia|ogerponhearthflame|revavroom|rhydon|tauros,3,3,2.788,6,0,0.0
battle-gen9randombattle-7365,v1,random,v1Ad73f2ab1p8000,1,23,archaludon|comfey|grimmsnarl|pincurchin|slowbrogalar|trevenant,espeon|floatzel|ribombee|virizion|volcarona|weavile,2,4,3.411,6,0,0.0
battle-gen9randombattle-7366,v1,random,v1Ad73f2ab1p8000,1,61,blastoise|glimmora|hitmonchan|quaquaval|spiritomb|volbeat,avalugg|glimmora|houndstone|mismagius|registeel|wyrdeer,3,3,3.0,6,0,0.0
battle-gen9randombattle-7367,v1,random,v1Ad73f2ab1p8000,1,33,kyuremblack|mew|pecharunt|regice|salamence|uxie,arceusfairy|landorus|magcargo|pachirisu|walkingwake|whiscash,3,3,2.415,6,0,0.0
battle-gen9randombattle-7368,v1,random,v1Ad73f2ab1p8000,1,36,delibird|gastrodoneast|leafeon|regigigas|sandslash|weavile,charizard|corviknight|medicham|mew|morpeko|zangoose,4,2,1.529,6,0,0.0
battle-gen9randombattle-7369,v1,random,v1Ad73f2ab1p8000,1,28,dewgong|froslass|mienshao|mudsdale|skuntank|tatsugiri,drifblim|hitmontop|hoopa|meganium|toucannon|zangoose,1,5,4.513,6,0,0.0
battle-gen9randombattle-7370,v1,random,v1Ad73f2ab1p8000,1,18,brutebonnet|mukalola|pyroar|regidrago|ribombee|ursaring,baxcalibur|crabominable|medicham|qwilfish|reshiram|screamtail,3,3,3.0,6,0,0.0
battle-gen9randombattle-7371,v1,random,v1Ad73f2ab1p8000,1,22,donphan|glastrier|oinkologne|palkia|regigigas|tatsugiri,banette|bellibolt|hydrapple|meganium|probopass|scizor,3,3,2.077,6,0,0.0
battle-gen9randombattle-7372,v1,random,v1Ad73f2ab1p8000,1,28,alomomola|gengar|glastrier|hydreigon|medicham|skeledirge,blastoise|crabominable|glastrier|muk|raikou|terrakion,2,4,4.0,6,0,0.0
battle-gen9randombattle-7373,v1,random,v1Ad73f2ab1p8000,1,18,exeggutor|flygon|slowbrogalar|spidops|swanna|wigglytuff,dewgong|donphan|farigiraf|hitmonlee|pikachualola|swampert,2,4,3.498,6,0,0.0
battle-gen9randombattle-7374,v1,random,v1Ad73f2ab1p8000,1,40,ampharos|frosmoth|ironmoth|rabsca|shaymin|ursaluna,bruxish|falinks|flamigo|florgesyellow|mesprit|snorlax,2,4,4.0,6,0,0.0
battle-gen9randombattle-7375,v1,random,v1Ad73f2ab1p8000,1,33,feraligatr|gardevoir|irontreads|regigigas|swampert|urshifu,braviary|florgesorange|gurdurr|regirock|virizion|wigglytuff,1,5,4.842,6,0,0.0
battle-gen9randombattle-7376,v1,random,v1Ad73f2ab1p8000,1,29,hitmonchan|houndstone|kommoo|noivern|sandslashalola|wyrdeer,bellossom|clawitzer|inteleon|ironhands|necrozmaduskmane|shiftry,3,3,2.224,6,0,0.0
battle-gen9randombattle-7377,v1,random,v1Ad73f2ab1p8000,1,38,conkeldurr|keldeoresolute|porygon2|qwilfishhisui|squawkabilly|zekrom,gardevoir|honchkrow|regirock|toxtricity|umbreon|zangoose,4,2,2.0,6,0,0.0
battle-gen9randombattle-7378,v1,random,v1Ad73f2ab1p8000,1,25,azelf|cloyster|illumise|mightyena|ragingbolt|spidops,baxcalibur|carbink|chimecho|kleavor|toxtricity|zaciancrowned,4,2,1.579,6,0,0.0
battle-gen9randombattle-7379,v1,random,v1Ad73f2ab1p8000,1,27,keldeoresolute|kricketune|metagross|palossand|quaquaval|spectrier,beartic|ironleaves|oricorio|sneasler|vaporeon|wigglytuff,3,3,2.902,6,0,0.0
battle-gen9randombattle-7380,v1,random,v1Ad73f2ab1p8000,1,21,armarouge|exeggutoralola|ironbundle|porygonz|slowbro|snorlax,drifblim|lucario|politoed|quaquaval|rhydon|spiritomb,1,5,4.697,6,0,0.0
battle-gen9randombattle-7381,v1,random,v1Ad73f2ab1p8000,1,37,decidueye|espeon|ironmoth|necrozmaduskmane|pachirisu|scovillain,baxcalibur|manaphy|mandibuzz|mienshao|oinkolognef|sudowoodo,5,1,1.0,6,0,0.0
battle-gen9randombattle-7382,v1,random,v1Ad73f2ab1p8000,1,23,gardevoir|malamar|raichu|staraptor|sudowoodo|talonflame,chansey|flamigo|glalie|greninja|keldeoresolute|rabsca,1,5,4.44,6,0,0.0
battle-gen9randombattle-7383,v1,random,v1Ad73f2ab1p8000,1,16,comfey|golurk|grafaiai|hippowdon|hoopa|roaringmoon,camerupt|granbull|leavanny|malamar|sudowoodo|torterra,3,3,3.0,6,0,0.0
battle-gen9randombattle-7384,v1,random,v1Ad73f2ab1p8000,1,77,deoxysdefense|dondozo|kingdra|mesprit|sceptile|talonflame,blaziken|cyclizar|dedenne|greattusk|lokix|vaporeon,2,4,4.0,6,0,0.0
battle-gen9randombattle-7385,v1,random,v1Ad73f2ab1p8000,1,21,clefable|ironcrown|munkidori|rotommow|sandslash|shiftry,carbink|espathra|flareon|ironvaliant|oricoriopompom|toedscruel,2,4,3.633,6,0,0.0
battle-gen9randombattle-7386,v1,random,v1Ad73f2ab1p8000,1,31,calyrex|cloyster|flapple|lanturn|torkoal|ursaring,cobalion|hydrapple|mamoswine|necrozma|raichu|wigglytuff,4,2,2.0,6,0,0.0
battle-gen9randombattle-7387,v1,random,v1Ad73f2ab1p8000,1,24,arbok|arceusice|gogoat|lucario|miraidon|scrafty,ampharos|cinderace|garchomp|screamtail|scyther|staraptor,2,4,3.278,6,0,0.0
battle-gen9randombattle-7388,v1,random,v1Ad73f2ab1p8000,1,20,bronzong|cyclizar|gengar|haxorus|lanturn|phione,copperajah|delphox|glalie|mienshao|scrafty|trevenant,2,4,3.3,6,0,0.0
battle-gen9randombattle-7389,v1,random,v1Ad73f2ab1p8000,1,22,beartic|eiscue|hydrapple|koraidon|kyogre|oinkologne,avalugg|espathra|lanturn|salamence|venomoth|wochien,3,3,2.625,6,0,0.0
battle-gen9randombattle-7390,v1,random,v1Ad73f2ab1p8000,1,15,banette|hippowdon|hitmontop|meowstic|ragingbolt|whiscash,araquanid|duraludon|frosmoth|golurk|ragingbolt|revavroom,2,4,3.173,6,0,0.0
battle-gen9randombattle-7391,v1,random,v1Ad73f2ab1p8000,1,22,eelektross|infernape|kyuremblack|mabosstiff|regieleki|shiftry,azelf|basculegionf|cacturne|cyclizar|glastrier|vespiquen,3,3,2.493,6,0,0.0
battle-gen9randombattle-7392,v1,random,v1Ad73f2ab1p8000,1,30,basculegionf|chansey|entei|falinks|rampardos|terapagos,arceus|darkrai|gastrodoneast|pelipper|qwilfishhisui|reuniclus,2,4,3.101,6,0,0.0
battle-gen9randombattle-7393,v1,random,v1Ad73f2ab1p8000,1,25,arbok|darkrai|electrodehisui|gougingfire|hoopa|kommoo,altaria|deoxysdefense|eelektross|skarmory|venomoth|whimsicott,2,4,3.354,6,0,0.0
battle-gen9randombattle-7394,v1,random,Oppd73f2ab1p8000,0,19,brambleghast|ogerponcornerstone|poliwrath|tatsugiri|terrakion|venomoth,camerupt|flapple|lokix|mimikyubusted|ogerpon|whiscash,6,0,0.0,3,3,1.52
battle-gen9randombattle-7395,v1,random,v1Ad73f2ab1p8000,1,27,ampharos|garchomp|hitmontop|mightyena|okidogi|scyther,articuno|gothitelle|lilligant|oricoriopau|palkia|weavile,4,2,1.55,6,0,0.0
battle-gen9randombattle-7396,v1,random,v1Ad73f2ab1p8000,1,19,crabominable|dodrio|luxray|mudsdale|pikachu|slowbrogalar,alcremiesaltedcream|heatran|klawf|kricketune|rabsca|whiscash,4,2,1.102,6,0,0.0
battle-gen9randombattle-7397,v1,random,v1Ad73f2ab1p8000,1,14,greedent|lurantis|oricoriosensu|palkia|persianalola|tatsugiri,houndstone|kilowattrel|krookodile|manaphy|slaking|suicune,2,4,3.463,6,0,0.0
battle-gen9randombattle-7398,v1,random,v1Ad73f2ab1p8000,1,23,crawdaunt|eelektross|garchomp|vigoroth|yanmega|zarude,abomasnow|flamigo|leafeon|magcargo|moltres|uxie,2,4,3.672,6,0,0.0
battle-gen9randombattle-7399,v1,random,v1Ad73f2ab1p8000,1,27,gastrodoneast|hippowdon|ironmoth|luxray|reshiram|zamazenta,bisharp|dragapult|hippowdon|hitmonlee|rotomfan|torkoal,3,3,2.105,6,0,0.0
battle-gen9randombattle-7400,v1,random,v1Ad73f2ab1p8000,1,25,farigiraf|kingambit|metagross|noctowl|noivern|toxapex,gothitelle|grafaiai|hydrapple|qwilfishhisui|ribombee|snorlax,1,5,4.491,6,0,0.0
battle-gen9randombattle-7401,v1,random,v1Ad73f2ab1p8000,1,17,breloom|groudon|pelipper|scrafty|solgaleo|zangoose,indeedee|leafeon|quagsire|slowbrogalar|victreebel|volcarona,1,5,4.494,6,0,0.0
