battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp
battle-gen9randombattle-5604,v1,random,v1Ad73f2ab1p8000,1,33,dunsparce|glimmora|keldeoresolute|screamtail|victreebel|volcarona,arceus|breloom|fezandipiti|glalie|hydrapple|scrafty,2,4,3.623,6,0,0.0
battle-gen9randombattle-5605,v1,random,v1Ad73f2ab1p8000,1,28,camerupt|copperajah|giratina|regice|sceptile|thundurus,chimecho|coalossal|greninja|grimmsnarl|leavanny|rayquaza,3,3,2.352,6,0,0.0
battle-gen9randombattle-5606,v1,random,v1Ad73f2ab1p8000,1,43,bruxish|duraludon|fluttermane|ironhands|meowsticf|roaringmoon,arceusground|brambleghast|hypno|sneasler|torkoal|volcarona,3,3,2.324,6,0,0.0
battle-gen9randombattle-5607,v1,random,v1Ad73f2ab1p8000,1,105,bombirdier|jumpluff|lokix|lunala|luxray|misdreavus,bisharp|blastoise|bombirdier|chansey|donphan|hitmonchan,1,5,4.876,6,0,0.0
battle-gen9randombattle-5608,v1,random,v1Ad73f2ab1p8000,1,29,deoxys|qwilfish|regirock|spidops|urshifu|zaciancrowned,deoxysdefense|entei|fluttermane|gliscor|mamoswine|perrserker,3,3,2.781,6,0,0.0
battle-gen9randombattle-5609,v1,random,v1Ad73f2ab1p8000,1,32,chimecho|cobalion|greninja|luvdisc|mamoswine|volbeat,cyclizar|delphox|granbull|poliwrath|spiritomb|tauros,2,4,3.679,6,0,0.0
battle-gen9randombattle-5610,v1,random,v1Ad73f2ab1p8000,1,23,jirachi|masquerain|raikou|roaringmoon|vikavolt|volcanion,alomomola|garchomp|magmortar|ribombee|tyranitar|zamazenta,2,4,3.633,6,0,0.0
battle-gen9randombattle-5611,v1,random,v1Ad73f2ab1p8000,1,30,dondozo|ironhands|kommoo|solgaleo|staraptor|wugtrio,girafarig|groudon|lapras|magcargo|poliwrath|zapdos,1,5,4.571,6,0,0.0
battle-gen9randombattle-5612,v1,random,v1Ad73f2ab1p8000,1,33,azumarill|illumise|indeedee|meowstic|quaquaval|zangoose,chimecho|cyclizar|jirachi|pawmot|pelipper|toxtricity,2,4,3.103,6,0,0.0
battle-gen9randombattle-5613,v1,random,v1Ad73f2ab1p8000,1,18,furret|lilliganthisui|mewtwo|noctowl|vileplume|volcarona,delphox|gothitelle|meowscarada|mukalola|rayquaza|virizion,3,3,2.708,6,0,0.0
battle-gen9randombattle-5614,v1,random,v1Ad73f2ab1p8000,1,30,arceusfairy|chimecho|cinccino|oranguru|qwilfishhisui|weezinggalar,cetitan|falinks|hydreigon|ironjugulis|palafinhero|sylveon,2,4,3.65,6,0,0.0
battle-gen9randombattle-5615,v1,random,v1Ad73f2ab1p8000,1,33,dachsbun|ditto|mimikyubusted|ogerpon|regidrago|veluza,brutebonnet|clefable|gumshoos|haxorus|toxapex|zekrom,4,2,1.243,6,0,0.0
battle-gen9randombattle-5616,v1,random,v1Ad73f2ab1p8000,1,23,golurk|gumshoos|mimikyubusted|okidogi|overqwil|palkiaorigin,gallade|mabosstiff|terrakion|ursaring|vivillonjungle|volcanion,5,1,0.547,6,0,0.0
battle-gen9randombattle-5617,v1,random,v1Ad73f2ab1p8000,1,17,ariados|ironmoth|jolteon|mightyena|oricoriosensu|tinglu,beartic|florgesyellow|jolteon|luvdisc|mewtwo|venusaur,1,5,5.0,6,0,0.0
battle-gen9randombattle-5618,v1,random,v1Ad73f2ab1p8000,1,24,amoonguss|arceusground|cresselia|hypno|manaphy|regice,dedenne|hatterene|lucario|luvdisc|pelipper|typhlosion,3,3,2.046,6,0,0.0
battle-gen9randombattle-5619,v1,random,v1Ad73f2ab1p8000,1,15,bruxish|dudunsparcethreesegment|gallade|golurk|pachirisu|skuntank,illumise|ironjugulis|reuniclus|rhyperior|suicune|zebstrika,2,4,3.609,6,0,0.0
battle-gen9randombattle-5620,v1,random,v1Ad73f2ab1p8000,1,20,calyrexice|empoleon|glastrier|grumpig|heracross|kyogre,clefable|florgesorange|hitmonchan|komala|latios|sinistcha,1,5,4.497,6,0,0.0
battle-gen9randombattle-5621,v1,random,v1Ad73f2ab1p8000,1,16,clawitzer|masquerain|rampardos|serperior|slowbro|smeargle,beartic|bronzong|fezandipiti|hippowdon|swampert|uxie,3,3,3.0,6,0,0.0
battle-gen9randombattle-5622,v1,random,v1Ad73f2ab1p8000,1,23,glastrier|ironleaves|porygon2|rayquaza|scyther|smeargle,cryogonal|grafaiai|ironcrown|kricketune|pikachualola|whiscash,3,3,2.59,6,0,0.0
battle-gen9randombattle-5623,v1,random,v1Ad73f2ab1p8000,1,16,darkrai|dragapult|gallade|leavanny|munkidori|pyroar,basculegionf|gothitelle|grafaiai|mewtwo|rhydon|slitherwing,3,3,2.408,6,0,0.0
battle-gen9randombattle-5624,v1,random,v1Ad73f2ab1p8000,1,32,cinccino|cloyster|pelipper|pikachualola|umbreon|venomoth,ampharos|cinccino|duraludon|hitmonchan|kommoo|magearnaoriginal,5,1,0.104,6,0,0.0
battle-gen9randombattle-5625,v1,random,v1Ad73f2ab1p8000,1,20,eternatus|golduck|hitmonchan|mew|serperior|zarude,espeon|grafaiai|magnezone|pyroar|slowking|trevenant,5,1,1.0,6,0,0.0
battle-gen9randombattle-5626,v1,random,v1Ad73f2ab1p8000,1,34,inteleon|ninetalesalola|raichualola|registeel|spidops|taurospaldeablaze,appletun|frosmoth|gardevoir|komala|porygonz|spiritomb,2,4,3.077,6,0,0.0
battle-gen9randombattle-5627,v1,random,v1Ad73f2ab1p8000,1,29,blaziken|dialga|misdreavus|salamence|screamtail|stonjourner,darkrai|empoleon|greninja|jumpluff|noctowl|sneasler,3,3,2.057,6,0,0.0
battle-gen9randombattle-5628,v1,random,v1Ad73f2ab1p8000,1,47,bellossom|decidueyehisui|phione|suicune|tyranitar|uxie,grafaiai|grimmsnarl|kingambit|mudsdale|uxie|walkingwake,2,4,3.859,6,0,0.0
battle-gen9randombattle-5629,v1,random,v1Ad73f2ab1p8000,1,31,brutebonnet|delphox|dragapult|hitmonlee|jirachi|noctowl,azumarill|florges|forretress|gothitelle|greedent|rotomfrost,3,3,3.0,6,0,0.0
battle-gen9randombattle-5630,v1,random,v1Ad73f2ab1p8000,1,32,dachsbun|honchkrow|misdreavus|palafin|regice|revavroom,illumise|irontreads|kingambit|lugia|milotic|scrafty,3,3,2.944,6,0,0.0
battle-gen9randombattle-5631,v1,random,v1Ad73f2ab1p8000,1,23,dragonite|gholdengo|ironvaliant|morpeko|scyther|tsareena,espeon|giratina|lokix|mukalola|quagsire|sceptile,1,5,4.447,6,0,0.0
battle-gen9randombattle-5632,v1,random,v1Ad73f2ab1p8000,1,13,ampharos|banette|hippowdon|hydreigon|perrserker|regieleki,golduck|haxorus|ludicolo|malamar|staraptor|zangoose,2,4,3.902,6,0,0.0
battle-gen9randombattle-5633,v1,random,v1Ad73f2ab1p8000,1,35,baxcalibur|comfey|gastrodoneast|houndstone|veluza|zekrom,bellibolt|glastrier|poliwrath|reshiram|torkoal|zarude,3,3,3.0,6,0,0.0
battle-gen9randombattle-5634,v1,random,v1Ad73f2ab1p8000,1,24,flamigo|garganacl|passimian|porygonz|qwilfishhisui|yanmega,araquanid|cetitan|diancie|floatzel|goodrahisui|sneasler,4,2,1.632,6,0,0.0
battle-gen9randombattle-5635,v1,random,v1Ad73f2ab1p8000,1,25,amoonguss|eelektross|enamorustherian|lumineon|pawmot|terapagosterastal,cresselia|diancie|furret|honchkrow|luvdisc|suicune,4,2,1.753,6,0,0.0
battle-gen9randombattle-5636,v1,random,v1Ad73f2ab1p8000,1,27,beartic|bellossom|conkeldurr|kyogre|maushold|pelipper,chimecho|lumineon|mimikyu|miraidon|slaking|walkingwake,3,3,3.0,6,0,0.0
battle-gen9randombattle-5637,v1,random,v1Ad73f2ab1p8000,1,13,exeggutor|groudon|luvdisc|pyroar|reuniclus|typhlosionhisui,dedenne|floatzel|magcargo|roaringmoon|tornadus|venomoth,1,5,4.008,6,0,0.0
battle-gen9randombattle-5638,v1,random,v1Ad73f2ab1p8000,1,21,feraligatr|hypno|indeedee|phione|raikou|weavile,barraskewda|dialgaorigin|dragalge|gallade|heatran|lunala,2,4,3.788,6,0,0.0
battle-gen9randombattle-5639,v1,random,v1Ad73f2ab1p8000,1,15,grumpig|ironthorns|lycanrocmidnight|mesprit|skuntank|smeargle,armarouge|cetitan|electivire|ironthorns|mabosstiff|vivillonhighplains,3,3,3.0,6,0,0.0
battle-gen9randombattle-5640,v1,random,v1Ad73f2ab1p8000,1,22,basculinbluestriped|chienpao|flamigo|mewtwo|miraidon|thundurus,cresselia|haxorus|ironcrown|kingdra|plusle|toxtricity,3,3,2.41,6,0,0.0
battle-gen9randombattle-5641,v1,random,v1Ad73f2ab1p8000,1,86,eiscue|glimmora|groudon|sudowoodo|vaporeon|volbeat,froslass|groudon|ironthorns|kommoo|lugia|manaphy,1,5,4.945,6,0,0.0
battle-gen9randombattle-5642,v1,random,v1Ad73f2ab1p8000,1,32,copperajah|golduck|greedent|hoopaunbound|meganium|palafin,cetitan|crawdaunt|exeggutoralola|incineroar|kingdra|raichualola,5,1,0.689,6,0,0.0
battle-gen9randombattle-5643,v1,random,v1Ad73f2ab1p8000,1,37,alomomola|amoonguss|chienpao|garchomp|heracross|oricoriopompom,hawlucha|lucario|raikou|suicune|tsareena|wochien,2,4,3.034,6,0,0.0
battle-gen9randombattle-5644,v1,random,v1Ad73f2ab1p8000,1,24,barraskewda|espeon|koraidon|miraidon|oricoriosensu|zangoose,chandelure|drednaw|goodra|mudsdale|slowbro|toxtricity,5,1,1.0,6,0,0.0
battle-gen9randombattle-5645,v1,random,v1Ad73f2ab1p8000,1,25,chandelure|cobalion|farigiraf|granbull|ludicolo|mabosstiff,luxray|noivern|porygon2|rhyperior|snorlax|talonflame,1,5,4.341,6,0,0.0
battle-gen9randombattle-5646,v1,random,v1Ad73f2ab1p8000,1,32,araquanid|arceuspsychic|azelf|dipplin|kommoo|smeargle,azumarill|dedenne|glastrier|lucario|pelipper|terapagosterastal,1,5,4.5,6,0,0.0
battle-gen9randombattle-5647,v1,random,v1Ad73f2ab1p8000,1,14,armarouge|basculegionf|grimmsnarl|leafeon|poliwrath|rhydon,lycanrocmidnight|mandibuzz|palossand|terapagos|tropius|weavile,2,4,3.517,6,0,0.0
battle-gen9randombattle-5648,v1,random,v1Ad73f2ab1p8000,1,37,koraidon|mausholdfour|moltresgalar|spidops|tsareena|walkingwake,alomomola|baxcalibur|lokix|porygon2|pyroar|seviper,4,2,1.384,6,0,0.0
battle-gen9randombattle-5649,v1,random,v1Ad73f2ab1p8000,1,12,bronzong|hippowdon|hoopa|miraidon|spectrier|thundurustherian,blastoise|flamigo|kyuremblack|latios|miniororange|ninetalesalola,1,5,4.449,6,0,0.0
battle-gen9randombattle-5650,v1,random,v1Ad73f2ab1p8000,1,18,froslass|girafarig|gurdurr|palafin|quaquaval|wyrdeer,chienpao|cinccino|drifblim|furret|salazzle|vileplume,2,4,3.761,6,0,0.0
battle-gen9randombattle-5651,v1,random,v1Ad73f2ab1p8000,1,20,crawdaunt|duraludon|hitmontop|kilowattrel|magearnaoriginal|weavile,flamigo|glalie|persian|sandslashalola|slitherwing|tornadus,3,3,2.464,6,0,0.0
battle-gen9randombattle-5652,v1,random,v1Ad73f2ab1p8000,1,12,forretress|gothitelle|indeedeef|swanna|volcanion|zamazentacrowned,chesnaught|cinderace|copperajah|emboar|ogerponcornerstone|porygonz,1,5,5.0,6,0,0.0
battle-gen9randombattle-5653,v1,random,v1Ad73f2ab1p8000,1,25,brambleghast|chandelure|empoleon|lumineon|piloswine|sandyshocks,abomasnow|giratina|goodrahisui|lugia|morpeko|staraptor,1,5,4.236,6,0,0.0
battle-gen9randombattle-5654,v1,random,v1Ad73f2ab1p8000,1,26,crawdaunt|eiscuenoice|ironjugulis|lycanroc|slowking|venusaur,bisharp|meganium|noctowl|phione|sinistcha|ursaring,3,3,2.621,6,0,0.0
battle-gen9randombattle-5655,v1,random,v1Ad73f2ab1p8000,1,27,cetitan|dragonite|greattusk|palafin|pyroar|tyranitar,cobalion|dipplin|dragapult|komala|screamtail|zangoose,3,3,2.875,6,0,0.0
battle-gen9randombattle-5656,v1,random,v1Ad73f2ab1p8000,1,18,leafeon|rampardos|roaringmoon|toxtricity|tropius|typhlosion,cobalion|espathra|falinks|glalie|kyogre|zekrom,1,5,4.171,6,0,0.0
battle-gen9randombattle-5657,v1,random,v1Ad73f2ab1p8000,1,16,beartic|entei|greedent|meowsticf|sawsbuckwinter|seviper,dragalge|enamorus|grimmsnarl|kyurem|solgaleo|torterra,2,4,4.0,6,0,0.0
battle-gen9randombattle-5658,v1,random,v1Ad73f2ab1p8000,1,19,infernape|ironleaves|magmortar|meganium|oricoriopompom|piloswine,chiyu|grafaiai|luvdisc|mandibuzz|rampardos|vivillonsavanna,1,5,4.797,6,0,0.0
battle-gen9randombattle-5659,v1,random,v1Ad73f2ab1p8000,1,15,braviary|decidueye|granbull|ironboulder|krookodile|swanna,cetitan|crabominable|emboar|golurk|leafeon|roaringmoon,3,3,3.0,6,0,0.0
battle-gen9randombattle-5660,v1,random,v1Ad73f2ab1p8000,1,28,chansey|coalossal|jirachi|meganium|mew|sylveon,golduck|honchkrow|hooh|indeedeef|mewtwo|pikachualola,2,4,3.63,6,0,0.0
battle-gen9randombattle-5661,v1,random,v1Ad73f2ab1p8000,1,26,crawdaunt|dipplin|eiscue|gardevoir|hypno|palafin,dondozo|garchomp|honchkrow|regice|scizor|venusaur,2,4,3.13,6,0,0.0
battle-gen9randombattle-5662,v1,random,v1Ad73f2ab1p8000,1,15,altaria|crabominable|floatzel|hitmonlee|politoed|regirock,bastiodon|braviary|dewgong|keldeoresolute|rabsca|ursalunabloodmoon,3,3,2.505,6,0,0.0
battle-gen9randombattle-5663,v1,random,v1Ad73f2ab1p8000,1,18,donphan|florgesyellow|froslass|krookodile|metagross|vespiquen,azumarill|dusknoir|feraligatr|lucario|piloswine|raikou,2,4,4.0,6,0,0.0
battle-gen9randombattle-5664,v1,random,v1Ad73f2ab1p8000,1,61,arboliva|baxcalibur|gastrodon|lokix|minun|scrafty,forretress|hariyama|overqwil|poliwrath|spectrier|sylveon,1,5,4.514,6,0,0.0
battle-gen9randombattle-5665,v1,random,v1Ad73f2ab1p8000,1,21,dedenne|dipplin|sinistcha|spectrier|swalot|urshifurapidstrike,cacturne|chiyu|medicham|rhydon|tropius|vikavolt,2,4,3.663,6,0,0.0
battle-gen9randombattle-5666,v1,random,v1Ad73f2ab1p8000,1,18,ceruledge|chienpao|electivire|landorus|magnezone|staraptor,jumpluff|ninetalesalola|porygon2|regieleki|whiscash|zamazentacrowned,2,4,3.875,6,0,0.0
battle-gen9randombattle-5667,v1,random,v1Ad73f2ab1p8000,1,40,azelf|dragalge|ironthorns|meowscarada|taurospaldeaaqua|toxapex,cresselia|haxorus|hitmontop|ironjugulis|oricoriopau|spectrier,3,3,2.785,6,0,0.0
battle-gen9randombattle-5668,v1,random,v1Ad73f2ab1p8000,1,14,arboliva|cacturne|chandelure|farigiraf|stonjourner|volcanion,ditto|dugtrio|entei|ironjugulis|ribombee|scizor,1,5,4.072,6,0,0.0
battle-gen9randombattle-5669,v1,random,v1Ad73f2ab1p8000,1,18,banette|cloyster|conkeldurr|flapple|glimmora|tinglu,blissey|carbink|ceruledge|electivire|hitmonchan|zangoose,1,5,4.289,6,0,0.0
battle-gen9randombattle-5670,v1,random,v1Ad73f2ab1p8000,1,18,chesnaught|donphan|eelektross|electrode|flamigo|misdreavus,latios|ogerponhearthflame|okidogi|poliwrath|regirock|toxapex,4,2,2.0,6,0,0.0
battle-gen9randombattle-5671,v1,random,v1Ad73f2ab1p8000,1,25,dialga|grumpig|meganium|sawsbuck|sneasler|whiscash,barraskewda|chandelure|magnezone|mienshao|slitherwing|suicune,3,3,2.403,6,0,0.0
battle-gen9randombattle-5672,v1,random,v1Ad73f2ab1p8000,1,26,bronzong|cinderace|flapple|gardevoir|incineroar|scizor,altaria|dedenne|eternatus|gengar|granbull|zarudedada,2,4,3.796,6,0,0.0
battle-gen9randombattle-5673,v1,random,v1Ad73f2ab1p8000,1,41,kyuremblack|misdreavus|qwilfishhisui|scrafty|skarmory|zangoose,eelektross|gholdengo|lokix|mandibuzz|spectrier|toxapex,2,4,3.816,6,0,0.0
battle-gen9randombattle-5674,v1,random,v1Ad73f2ab1p8000,1,17,blissey|hoopa|lapras|mimikyu|sawsbuckautumn|zacian,azelf|inteleon|kommoo|mienshao|rotomheat|wyrdeer,2,4,3.074,6,0,0.0
battle-gen9randombattle-5675,v1,random,v1Ad73f2ab1p8000,1,19,armarouge|grimmsnarl|gyarados|malamar|ribombee|suicune,arcaninehisui|basculinbluestriped|entei|grimmsnarl|tyranitar|whimsicott,3,3,3.0,6,0,0.0
battle-gen9randombattle-5676,v1,random,v1Ad73f2ab1p8000,1,73,ambipom|banette|deoxysspeed|orthworm|vaporeon|wugtrio,misdreavus|mismagius|skuntank|sylveon|tatsugiri|yanmega,4,2,1.821,6,0,0.0
battle-gen9randombattle-5677,v1,random,v1Ad73f2ab1p8000,1,14,cinderace|cloyster|excadrill|latios|metagross|zamazenta,ariados|gastrodon|glalie|spidops|tauros|veluza,2,4,3.875,6,0,0.0
battle-gen9randombattle-5678,v1,random,v1Ad73f2ab1p8000,1,12,arcaninehisui|bisharp|floatzel|hydreigon|jumpluff|talonflame,darkrai|deoxysattack|ironmoth|magmortar|milotic|phione,2,4,3.227,6,0,0.0
battle-gen9randombattle-5679,v1,random,v1Ad73f2ab1p8000,1,24,ceruledge|mabosstiff|magearna|sableye|stonjourner|volcarona,blastoise|dialgaorigin|houndoom|lilliganthisui|torterra|toxapex,3,3,2.257,6,0,0.0
battle-gen9randombattle-5680,v1,random,v1Ad73f2ab1p8000,1,26,ariados|goodra|hippowdon|necrozma|rabsca|scrafty,deoxysspeed|gastrodoneast|glaceon|mightyena|misdreavus|vileplume,2,4,3.158,6,0,0.0
battle-gen9randombattle-5681,v1,random,v1Ad73f2ab1p8000,1,26,brutebonnet|coalossal|granbull|incineroar|regidrago|venomoth,altaria|cetitan|minun|rampardos|sableye|sinistchamasterpiece,4,2,1.856,6,0,0.0
battle-gen9randombattle-5682,v1,random,v1Ad73f2ab1p8000,1,19,arbok|luvdisc|mandibuzz|raichualola|sneasler|staraptor,basculegion|bronzong|greninja|palossand|reshiram|ursaring,3,3,2.666,6,0,0.0
battle-gen9randombattle-5683,v1,random,v1Ad73f2ab1p8000,1,24,conkeldurr|decidueyehisui|fluttermane|ogerponhearthflame|slowbro|umbreon,drifblim|gallade|komala|pawmot|sandslash|vaporeon,2,4,3.423,6,0,0.0
battle-gen9randombattle-5684,v1,random,v1Ad73f2ab1p8000,1,22,hoopa|luxray|mukalola|pelipper|primarina|venomoth,hariyama|leavanny|rayquaza|serperior|tyranitar|wigglytuff,3,3,2.388,6,0,0.0
battle-gen9randombattle-5685,v1,random,v1Ad73f2ab1p8000,1,24,deoxysdefense|ironvaliant|ludicolo|porygonz|rayquaza|smeargle,clefable|eiscue|magearnaoriginal|pikachualola|rhydon|spiritomb,3,3,2.266,6,0,0.0
battle-gen9randombattle-5686,v1,random,v1Ad73f2ab1p8000,1,14,clodsire|lanturn|latias|magcargo|serperior|volcarona,beartic|brambleghast|dondozo|indeedee|magearna|uxie,1,5,4.613,6,0,0.0
battle-gen9randombattle-5687,v1,random,v1Ad73f2ab1p8000,1,17,excadrill|furret|houndstone|quagsire|typhlosion|volcarona,azumarill|bombirdier|chienpao|leafeon|mesprit|perrserker,2,4,3.071,6,0,0.0
battle-gen9randombattle-5688,v1,random,v1Ad73f2ab1p8000,1,22,altaria|delphox|luxray|mandibuzz|regidrago|sylveon,appletun|dugtrioalola|leafeon|minun|toxtricity|vaporeon,0,6,4.777,6,0,0.0
battle-gen9randombattle-5689,v1,random,v1Ad73f2ab1p8000,1,25,arceussteel|mabosstiff|pachirisu|palafin|talonflame|toedscruel,ambipom|avalugg|clefable|masquerain|miniorindigo|vigoroth,4,2,2.0,6,0,0.0
battle-gen9randombattle-5690,v1,random,v1Ad73f2ab1p8000,1,17,ambipom|greattusk|ironleaves|ironthorns|rhydon|scovillain,decidueye|mienshao|spectrier|toxapex|urshifurapidstrike|vigoroth,2,4,3.348,6,0,0.0
battle-gen9randombattle-5691,v1,random,v1Ad73f2ab1p8000,1,11,cetitan|dedenne|flamigo|regidrago|torterra|toxicroak,chandelure|electivire|girafarig|glastrier|ironthorns|komala,2,4,3.237,6,0,0.0
battle-gen9randombattle-5692,v1,random,v1Ad73f2ab1p8000,1,21,ampharos|fezandipiti|indeedee|kommoo|pikachukalos|tinglu,braviary|brutebonnet|chandelure|delibird|miraidon|overqwil,1,5,4.147,6,0,0.0
battle-gen9randombattle-5693,v1,random,Oppd73f2ab1p8000,0,23,alomomola|noivern|oranguru|porygonz|scizor|skeledirge,mausholdfour|regice|reshiram|skuntank|vaporeon|zarude,6,0,0.0,4,2,0.68
battle-gen9randombattle-5694,v1,random,Oppd73f2ab1p8000,0,31,blaziken|crabominable|illumise|lapras|mew|swanna,annihilape|cacturne|honchkrow|ironcrown|palafinhero|slowbrogalar,6,0,0.0,5,1,0.55
battle-gen9randombattle-5695,v1,random,v1Ad73f2ab1p8000,1,25,chesnaught|dedenne|pyroar|tornadus|urshifurapidstrike|whimsicott,arceusbug|ariados|latias|mudsdale|talonflame|toedscruel,2,4,3.586,6,0,0.0
battle-gen9randombattle-5696,v1,random,v1Ad73f2ab1p8000,1,21,donphan|flamigo|garchomp|magearna|ribombee|zamazenta,deoxysspeed|electivire|flygon|magcargo|sawsbucksummer|thundurus,2,4,4.0,6,0,0.0
battle-gen9randombattle-5697,v1,random,v1Ad73f2ab1p8000,1,16,altaria|glastrier|misdreavus|pincurchin|raichualola|talonflame,basculegionf|emboar|gholdengo|glimmora|groudon|gyarados,0,6,5.333,6,0,0.0
battle-gen9randombattle-5698,v1,random,v1Ad73f2ab1p8000,1,39,barraskewda|hitmontop|okidogi|pecharunt|porygonz|registeel,dachsbun|darkrai|glastrier|hitmontop|revavroom|tropius,3,3,2.401,6,0,0.0
battle-gen9randombattle-5699,v1,random,v1Ad73f2ab1p8000,1,29,fezandipiti|forretress|hatterene|krookodile|pawmot|swalot,araquanid|breloom|gholdengo|kingambit|minun|porygon2,1,5,4.419,6,0,0.0
battle-gen9randombattle-5700,v1,random,v1Ad73f2ab1p8000,1,30,arcaninehisui|kricketune|magmortar|mesprit|polteageist|shaymin,crabominable|giratinaorigin|kingdra|mesprit|mimikyubusted|probopass,3,3,2.324,6,0,0.0
battle-gen9randombattle-5701,v1,random,v1Ad73f2ab1p8000,1,50,cresselia|exeggutoralola|kommoo|lapras|pachirisu|passimian,beartic|falinks|probopass|raichualola|veluza|venomoth,4,2,1.653,6,0,0.0
battle-gen9randombattle-5702,v1,random,v1Ad73f2ab1p8000,1,18,flamigo|greattusk|irontreads|pecharunt|tinkaton|tsareena,enamorustherian|gliscor|magcargo|passimian|pincurchin|uxie,2,4,3.39,6,0,0.0
battle-gen9randombattle-5703,v1,random,v1Ad73f2ab1p8000,1,14,hariyama|passimian|scovillain|slowkinggalar|tyranitar|volcanion,beartic|drifblim|duraludon|hydrapple|lycanrocmidnight|spidops,2,4,3.883,6,0,0.0
battle-gen9randombattle-5704,v1,random,Oppd73f2ab1p8000,0,24,blaziken|clefable|goodrahisui|hitmonlee|mimikyubusted|terapagosterastal,avalugg|carbink|golem|pelipper|slitherwing|venusaur,6,0,0.0,3,3,1.0
battle-gen9randombattle-5705,v1,random,v1Ad73f2ab1p8000,1,21,azelf|clawitzer|greninja|hippowdon|kilowattrel|luxray,alomomola|archaludon|bellibolt|braviary|lycanrocmidnight|weavile,2,4,3.346,6,0,0.0
battle-gen9randombattle-5706,v1,random,v1Ad73f2ab1p8000,1,17,barraskewda|galvantula|garchomp|hariyama|necrozma|skuntank,excadrill|gliscor|hooh|ludicolo|polteageist|urshifurapidstrike,2,4,4.0,6,0,0.0
battle-gen9randombattle-5707,v1,random,v1Ad73f2ab1p8000,1,19,dudunsparcethreesegment|fezandipiti|landorus|lokix|slitherwing|wochien,appletun|bruxish|regigigas|smeargle|torkoal|tsareena,1,5,4.7,6,0,0.0
battle-gen9randombattle-5708,v1,random,v1Ad73f2ab1p8000,1,30,altaria|frosmoth|golduck|ribombee|screamtail|skuntank,clodsire|honchkrow|hydrapple|hypno|milotic|volcanion,2,4,3.523,6,0,0.0
battle-gen9randombattle-5709,v1,random,v1Ad73f2ab1p8000,1,24,blissey|drednaw|lucario|mudsdale|wigglytuff|wugtrio,annihilape|arceuswater|dragapult|ironcrown|mightyena|taurospaldeablaze,4,2,2.0,6,0,0.0
battle-gen9randombattle-5710,v1,random,v1Ad73f2ab1p8000,1,20,ambipom|bellibolt|dodrio|enamorustherian|glaceon|muk,arcanine|florgesyellow|gliscor|magnezone|pecharunt|polteageist,2,4,3.458,6,0,0.0
battle-gen9randombattle-5711,v1,random,v1Ad73f2ab1p8000,1,22,basculin|gardevoir|muk|sableye|swanna|torkoal,golem|hawlucha|ogerponhearthflame|skuntank|squawkabillyyellow|wigglytuff,2,4,3.383,6,0,0.0
battle-gen9randombattle-5712,v1,random,v1Ad73f2ab1p8000,1,23,eternatus|grimmsnarl|lycanrocdusk|regigigas|rhyperior|torterra,giratina|luvdisc|misdreavus|noctowl|reuniclus|sandyshocks,1,5,4.348,6,0,0.0
battle-gen9randombattle-5713,v1,random,v1Ad73f2ab1p8000,1,34,hooh|koraidon|leavanny|magearnaoriginal|medicham|politoed,drednaw|ninetalesalola|ragingbolt|screamtail|sinistchamasterpiece|urshifurapidstrike,3,3,2.464,6,0,0.0
battle-gen9randombattle-5714,v1,random,v1Ad73f2ab1p8000,1,30,raikou|rampardos|rillaboom|spidops|torkoal|yanmega,dipplin|galvantula|klawf|metagross|regidrago|skuntank,3,3,2.836,6,0,0.0
battle-gen9randombattle-5715,v1,random,v1Ad73f2ab1p8000,1,17,brutebonnet|comfey|cyclizar|donphan|scrafty|sylveon,bisharp|koraidon|rampardos|sandaconda|skarmory|slitherwing,1,5,4.618,6,0,0.0
battle-gen9randombattle-5716,v1,random,v1Ad73f2ab1p8000,1,18,cetitan|eternatus|indeedee|leavanny|lucario|veluza,cacturne|ironboulder|meganium|oricorio|scizor|thundurustherian,3,3,2.74,6,0,0.0
battle-gen9randombattle-5717,v1,random,v1Ad73f2ab1p8000,1,30,indeedeef|kommoo|lugia|mausholdfour|orthworm|spiritomb,illumise|minun|mismagius|rotom|vaporeon|yanmega,2,4,4.0,6,0,0.0
battle-gen9randombattle-5718,v1,random,v1Ad73f2ab1p8000,1,28,dusknoir|entei|hoopaunbound|okidogi|pelipper|weezing,coalossal|exeggutoralola|furret|ironjugulis|palkiaorigin|uxie,3,3,2.182,6,0,0.0
battle-gen9randombattle-5719,v1,random,v1Ad73f2ab1p8000,1,21,amoonguss|arceuselectric|klawf|toedscruel|weezing|yanmega,calyrexice|chiyu|cinccino|dedenne|haxorus|hypno,3,3,2.53,6,0,0.0
battle-gen9randombattle-5720,v1,random,Oppd73f2ab1p8000,0,83,giratinaorigin|mewtwo|ogerponcornerstone|rampardos|reshiram|toxapex,camerupt|granbull|infernape|scrafty|spectrier|umbreon,6,0,0.0,5,1,1.0
battle-gen9randombattle-5721,v1,random,v1Ad73f2ab1p8000,1,35,barraskewda|dunsparce|espathra|magmortar|quaquaval|toxicroak,dugtrioalola|exeggutor|heatran|mabosstiff|poliwrath|vileplume,5,1,1.0,6,0,0.0
