agent,games,win_rate_%,ci95_pp,avg_turns,avg_hp_us,vol_switches,xgb_fire_%_turns,xgb_switch_share_%,mean_p_switch,ko_guards / game,endgame / game,loop_guards / game,fallback / game,error / game
v21 Hybrid (XGB + v14),253000,58.70750988142292,0.1918558223135497,18.204209486166008,1.3313359683794466,1.9781304347826087,15.218341723322393,35.54752733128691,0.07987042690452298,13.847332015810277,0.03175098814229249,0.3815335968379447,0.0,0.0
v22 Pure IL (two XGBs),253000,33.492490118577074,0.18390857517337894,20.068774703557313,0.7034031620553359,3.724735177865613,79.91338074457889,15.18990685644849,0.35111100249835936,0.0,0.0,1.919600790513834,0.011272727272727273,0.0
