battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp
battle-gen9randomdoublesbattle-62432,v2,simple_heuristic,v2A4d7676aep8000,1,9,espathra|polteageistantique|shayminsky|ursalunabloodmoon|vespiquen|whiscash,bombirdier|dudunsparcethreesegment|ironvaliant|keldeoresolute|screamtail|toxapex,4,2,1.113,6,0,0.0
battle-gen9randomdoublesbattle-62433,v2,simple_heuristic,v2A4d7676aep8000,1,11,altaria|garganacl|ninetales|quagsire|umbreon|whimsicott,azumarill|electrode|skeledirge|slitherwing|tinkaton|victreebel,5,1,0.543,6,0,0.0
battle-gen9randomdoublesbattle-62434,v2,simple_heuristic,Opp4d7676aep8000,0,7,ceruledge|florgeswhite|spectrier|sunflora|victreebel|zangoose,arbok|chandelure|crawdaunt|ogerponwellspring|stonjourner|tinglu,6,0,0.0,5,1,1.0
battle-gen9randomdoublesbattle-62435,v2,simple_heuristic,v2A4d7676aep8000,1,7,cacturne|electrode|honchkrow|poliwrath|rotom|volcarona,dragalge|gardevoir|hariyama|oricoriosensu|pecharunt|thundurus,4,2,1.539,6,0,0.0
battle-gen9randomdoublesbattle-62436,v2,simple_heuristic,v2A4d7676aep8000,1,9,bastiodon|feraligatr|hippowdon|malamar|sudowoodo|zangoose,dialgaorigin|donphan|drifblim|gholdengo|magmar|ogerponhearthflame,5,1,0.464,6,0,0.0
battle-gen9randomdoublesbattle-62437,v2,simple_heuristic,v2A4d7676aep8000,1,8,bruxish|luvdisc|masquerain|mew|slaking|torkoal,cyclizar|hooh|kilowattrel|ludicolo|ninetales|quagsire,4,2,1.17,6,0,0.0
battle-gen9randomdoublesbattle-62438,v2,simple_heuristic,v2A4d7676aep8000,1,6,copperajah|forretress|hydrapple|kingdra|lapras|oricoriopau,brutebonnet|dialga|furret|lilliganthisui|medicham|sylveon,3,3,2.518,6,0,0.0
battle-gen9randomdoublesbattle-62439,v2,simple_heuristic,v2A4d7676aep8000,1,7,arbok|greedent|hydreigon|perrserker|tatsugiri|uxie,clodsire|farigiraf|glalie|persianalola|toucannon|toxicroak,3,3,2.021,6,0,0.0
battle-gen9randomdoublesbattle-62440,v2,simple_heuristic,v2A4d7676aep8000,1,7,indeedee|mandibuzz|mesprit|minun|rhydon|venusaur,appletun|basculin|conkeldurr|ironboulder|ironleaves|pyroar,4,2,0.876,6,0,0.0
battle-gen9randomdoublesbattle-62441,v2,simple_heuristic,Opp4d7676aep8000,0,9,arceussteel|brambleghast|deoxysattack|latias|luxray|ragingbolt,pikachupartner|slowkinggalar|tauros|tinkaton|toucannon|victreebel,6,0,0.0,4,2,1.08
battle-gen9randomdoublesbattle-62442,v2,simple_heuristic,v2A4d7676aep8000,1,9,dragalge|galvantula|mamoswine|persian|pincurchin|volbeat,basculegion|mamoswine|necrozma|sylveon|tsareena|wochien,5,1,0.442,6,0,0.0
battle-gen9randomdoublesbattle-62443,v2,simple_heuristic,Opp4d7676aep8000,0,8,arceusdark|clodsire|honchkrow|masquerain|mimikyubusted|reshiram,blastoise|glimmora|hariyama|walkingwake,6,0,0.0,1,3,1.56
battle-gen9randomdoublesbattle-62444,v2,simple_heuristic,v2A4d7676aep8000,1,7,glimmora|golem|incineroar|lapras|mismagius|spectrier,alomomola|delphox|ditto|giratina|magcargo|perrserker,4,2,1.079,6,0,0.0
battle-gen9randomdoublesbattle-62445,v2,simple_heuristic,Opp4d7676aep8000,0,6,arcaninehisui|indeedeef|lanturn|pachirisu|swampert|zoroark,hitmontop|houndoom|medicham|tornadus,6,0,0.0,3,1,1.0
