battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp
battle-gen9randomdoublesbattle-61326,v1,random,v1Ab728c380p8000,1,7,ambipom|baxcalibur|gumshoos|metagross|palossand|toedscruel,banette|flareon|gallade|roaringmoon|slowbro|zaciancrowned,1,5,4.167,6,0,0.0
battle-gen9randomdoublesbattle-61327,v1,random,v1Ab728c380p8000,1,10,clefairy|dondozo|frosmoth|mimikyubusted|okidogi|trevenant,blaziken|dachsbun|diancie|ludicolo|pincurchin|whiscash,1,5,4.442,6,0,0.0
battle-gen9randomdoublesbattle-61328,v1,random,v1Ab728c380p8000,1,5,bellossom|calyrexice|glimmora|kyogre|munkidori|sudowoodo,blastoise|crawdaunt|latias|sandyshocks|weavile|zamazentacrowned,1,5,4.232,6,0,0.0
battle-gen9randomdoublesbattle-61329,v1,random,v1Ab728c380p8000,1,7,espeon|houndoom|ironmoth|leavanny|mimikyubusted|swampert,enamorus|fezandipiti|golemalola|hypno|ironbundle|perrserker,1,5,4.246,6,0,0.0
battle-gen9randomdoublesbattle-61330,v1,random,v1Ab728c380p8000,1,6,dialgaorigin|dodrio|drifblim|entei|regigigas|rotom,cryogonal|floatzel|grimmsnarl|hitmonchan|miniorindigo|noctowl,2,4,2.939,6,0,0.0
battle-gen9randomdoublesbattle-61331,v1,random,v1Ab728c380p8000,1,8,arceusflying|carbink|ironthorns|mabosstiff|vigoroth|whiscash,dragalge|quaquaval|suicune|sylveon|talonflame|toedscruel,1,5,3.789,6,0,0.0
battle-gen9randomdoublesbattle-61332,v1,random,v1Ab728c380p8000,1,8,blastoise|komala|lunala|minun|reuniclus|zangoose,arcanine|grumpig|hydreigon|lumineon|mamoswine|regirock,3,3,3.0,6,0,0.0
battle-gen9randomdoublesbattle-61333,v1,random,v1Ab728c380p8000,1,13,clodsire|corviknight|oranguru|trevenant|zarude|zebstrika,golurk|granbull|palossand|persianalola|primarina|regice,2,4,3.29,6,0,0.0
battle-gen9randomdoublesbattle-61334,v1,random,v1Ab728c380p8000,1,9,ariados|meowsticf|passimian|slitherwing|spiritomb|whiscash,clawitzer|greattusk|manaphy|mausholdfour|overqwil|salamence,2,4,3.83,6,0,0.0
battle-gen9randomdoublesbattle-61335,v1,random,v1Ab728c380p8000,1,14,archaludon|brutebonnet|magmortar|regidrago|sneasler|whiscash,basculin|bastiodon|ludicolo|luxray|regidrago|uxie,1,5,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61336,v1,random,v1Ab728c380p8000,1,14,kingambit|kyuremwhite|quaquaval|salamence|spectrier|vigoroth,brambleghast|dudunsparce|dugtrioalola|hatterene|miniorindigo|mukalola,3,3,2.011,6,0,0.0
battle-gen9randomdoublesbattle-61337,v1,random,v1Ab728c380p8000,1,7,drifblim|kilowattrel|lycanroc|manaphy|shiftry|venomoth,basculegion|delibird|dragapult|hariyama|terapagos|toucannon,2,4,3.477,6,0,0.0
battle-gen9randomdoublesbattle-61338,v1,random,v1Ab728c380p8000,1,6,bruxish|jolteon|jumpluff|klawf|meganium|roaringmoon,ampharos|bellibolt|delibird|murkrow|pecharunt|weavile,1,5,3.069,6,0,0.0
battle-gen9randomdoublesbattle-61078,v1,random,v1Ab728c380p8001,1,7,floatzel|komala|leavanny|lilligant|salazzle|zapdos,crawdaunt|deoxys|glimmora|greedent|keldeoresolute|tyranitar,2,4,3.744,6,0,0.0
battle-gen9randomdoublesbattle-61079,v1,random,v1Ab728c380p8001,1,9,cetitan|dondozo|jolteon|minun|primarina|yanmega,basculinbluestriped|calyrex|frosmoth|heatran|ironbundle|sandyshocks,2,4,3.289,6,0,0.0
battle-gen9randomdoublesbattle-61080,v1,random,v1Ab728c380p8001,1,9,gogoat|kommoo|kricketune|raichualola|zaciancrowned|zekrom,alcremiematchacream|armarouge|cresselia|dudunsparce|orthworm|regigigas,0,6,5.277,6,0,0.0
battle-gen9randomdoublesbattle-61081,v1,random,v1Ab728c380p8001,1,7,arbok|flamigo|ironjugulis|mew|qwilfish|wochien,blissey|conkeldurr|fezandipiti|mienshao|pikachuunova|torkoal,3,3,2.749,6,0,0.0
battle-gen9randomdoublesbattle-61082,v1,random,v1Ab728c380p8001,1,9,basculin|haxorus|mesprit|vikavolt|weavile|zarudedada,blastoise|flareon|keldeoresolute|porygon2|reshiram|sneasler,3,3,2.709,6,0,0.0
battle-gen9randomdoublesbattle-61083,v1,random,v1Ab728c380p8001,1,10,azumarill|baxcalibur|dudunsparcethreesegment|magmortar|skuntank|talonflame,alomomola|dusknoir|electabuzz|heatran|klefki|mesprit,3,3,1.989,6,0,0.0
battle-gen9randomdoublesbattle-61084,v1,random,v1Ab728c380p8001,1,7,hariyama|houndoom|kleavor|meowscarada|meowstic|mienshao,cinderace|hitmontop|mew|scyther|sunflora|zoroark,1,5,4.464,6,0,0.0
battle-gen9randomdoublesbattle-61085,v1,random,v1Ab728c380p8001,1,8,braviaryhisui|cloyster|forretress|gyarados|rhyperior|terrakion,drednaw|greedent|kyogre|metagross|volbeat|zarude,2,4,3.925,6,0,0.0
battle-gen9randomdoublesbattle-61086,v1,random,v1Ab728c380p8001,1,9,clefairy|delphox|gyarados|mewtwo|ninetales|shiftry,arceuselectric|glaceon|jolteon|rabsca|salamence|umbreon,2,4,2.921,6,0,0.0
battle-gen9randomdoublesbattle-61087,v1,random,v1Ab728c380p8001,1,9,chesnaught|cloyster|fezandipiti|glalie|heatran|wugtrio,frosmoth|lucario|mesprit|poliwrath|sandyshocks|seviper,3,3,2.294,6,0,0.0
battle-gen9randomdoublesbattle-61088,v1,random,v1Ab728c380p8001,1,8,gumshoos|ironthorns|politoed|typhlosion|weavile|zaciancrowned,klefki|lugia|rampardos|salamence|sneasler|umbreon,3,3,2.487,6,0,0.0
battle-gen9randomdoublesbattle-61089,v1,random,v1Ab728c380p8001,1,9,chienpao|galvantula|grafaiai|sandaconda|scrafty|zamazentacrowned,deoxysattack|dewgong|fezandipiti|ironthorns|lumineon|solgaleo,1,5,4.748,6,0,0.0
battle-gen9randomdoublesbattle-61090,v1,random,v1Ab728c380p8001,1,7,araquanid|indeedeef|ironthorns|jumpluff|plusle|ribombee,azumarill|baxcalibur|goodra|heatran|ogerpon|samurott,1,5,3.996,6,0,0.0
battle-gen9randomdoublesbattle-61091,v1,random,v1Ab728c380p8001,1,9,glimmora|hydrapple|ironboulder|palafin|scrafty|staraptor,araquanid|basculin|houndoom|illumise|ironhands|sinistchamasterpiece,3,3,2.253,6,0,0.0
battle-gen9randomdoublesbattle-61092,v1,random,v1Ab728c380p8001,1,7,baxcalibur|greedent|mabosstiff|meganium|murkrow|toedscruel,ironboulder|leafeon|sandslashalola|slaking|volcarona|zarudedada,2,4,3.231,6,0,0.0
battle-gen9randomdoublesbattle-61093,v1,random,v1Ab728c380p8001,1,9,appletun|avalugg|electivire|giratina|glaceon|heracross,darkrai|electabuzz|hitmonchan|ironthorns|vileplume|zamazentacrowned,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61094,v1,random,v1Ab728c380p8001,1,8,alcremiecaramelswirl|eelektross|exeggutoralola|klefki|scyther|terapagos,basculegion|beartic|blastoise|braviaryhisui|regirock|volbeat,1,5,4.738,6,0,0.0
battle-gen9randomdoublesbattle-61095,v1,random,v1Ab728c380p8001,1,8,coalossal|ironjugulis|ironleaves|leavanny|lycanrocmidnight|samurott,arceusgrass|ironcrown|komala|munkidori|taurospaldeaaqua|thundurustherian,1,5,4.711,6,0,0.0
battle-gen9randomdoublesbattle-61096,v1,random,v1Ab728c380p8001,1,8,breloom|florges|greninja|magmortar|mamoswine|meowscarada,azumarill|entei|espathra|ironleaves|meganium|tauros,1,5,3.891,6,0,0.0
battle-gen9randomdoublesbattle-61097,v1,random,v1Ab728c380p8001,1,7,chiyu|incineroar|meganium|mudsdale|swanna|whimsicott,abomasnow|haxorus|komala|lilliganthisui|regirock|volbeat,2,4,3.259,6,0,0.0
battle-gen9randomdoublesbattle-61098,v1,random,v1Ab728c380p8001,1,7,armarouge|electabuzz|glalie|mabosstiff|spiritomb|zapdos,clodsire|crabominable|meloetta|mesprit|perrserker|terrakion,0,6,5.171,6,0,0.0
battle-gen9randomdoublesbattle-61099,v1,random,v1Ab728c380p8001,1,6,calyrexice|conkeldurr|gengar|incineroar|torterra|vivillonocean,comfey|crabominable|salazzle|spectrier|ursalunabloodmoon|virizion,3,3,3.0,6,0,0.0
battle-gen9randomdoublesbattle-61100,v1,random,v1Ab728c380p8001,1,5,crawdaunt|noivern|probopass|regirock|sunflora|torkoal,basculegionf|ogerponcornerstone|pecharunt|regieleki|rhyperior|suicune,0,6,4.92,6,0,0.0
battle-gen9randomdoublesbattle-61101,v1,random,v1Ab728c380p8001,1,21,dialga|glaceon|meowstic|spiritomb|swalot|tatsugiri,alomomola|ditto|heatran|regirock|thundurus|trevenant,4,2,1.801,6,0,0.0
battle-gen9randomdoublesbattle-61102,v1,random,v1Ab728c380p8001,1,9,arboliva|arceusfairy|blastoise|breloom|kyuremblack|murkrow,cramorant|cryogonal|empoleon|pecharunt|ragingbolt|vespiquen,2,4,3.358,6,0,0.0
battle-gen9randomdoublesbattle-61103,v1,random,v1Ab728c380p8001,1,8,corviknight|dragonite|eiscue|hoopaunbound|kricketune|skuntank,dragonite|hariyama|lapras|pikachusinnoh|solgaleo|spectrier,2,4,3.035,6,0,0.0
battle-gen9randomdoublesbattle-61104,v1,random,v1Ab728c380p8001,1,7,bellibolt|clawitzer|coalossal|ogerponwellspring|scrafty|zebstrika,decidueyehisui|glaceon|greninja|kleavor|magnezone|sneasler,2,4,3.594,6,0,0.0
battle-gen9randomdoublesbattle-61105,v1,random,v1Ab728c380p8001,1,5,amoonguss|barraskewda|corviknight|electrodehisui|emboar|terrakion,arboliva|clefable|florges|magmar|slitherwing|snorlax,1,5,5.0,6,0,0.0
battle-gen9randomdoublesbattle-61106,v1,random,Oppb728c380p8001,0,15,clawitzer|drednaw|glastrier|masquerain|roaringmoon|taurospaldeablaze,chandelure|gastrodoneast|hydrapple|lanturn|porygonz|zoroark,6,0,0.0,5,1,0.0
battle-gen9randomdoublesbattle-61107,v1,random,v1Ab728c380p8001,1,7,appletun|blastoise|gardevoir|hitmonchan|politoed|trevenant,carbink|drifblim|gengar|meowstic|primarina|shiftry,0,6,5.609,6,0,0.0
battle-gen9randomdoublesbattle-61108,v1,random,v1Ab728c380p8001,1,12,araquanid|brambleghast|floatzel|lunala|maushold|taurospaldeablaze,arceusrock|gliscor|hypno|plusle|rhydon|snorlax,1,5,4.43,6,0,0.0
battle-gen9randomdoublesbattle-61109,v1,random,v1Ab728c380p8001,1,10,feraligatr|oinkolognef|quaquaval|scovillain|swalot|vespiquen,bellossom|darkrai|eternatus|munkidori|regigigas|walkingwake,1,5,3.728,6,0,0.0
battle-gen9randomdoublesbattle-61110,v1,random,v1Ab728c380p8001,1,10,beartic|calyrexshadow|cloyster|regidrago|toedscruel|urshifu,cacturne|clodsire|diancie|greedent|leafeon|munkidori,2,4,3.213,6,0,0.0
battle-gen9randomdoublesbattle-61111,v1,random,v1Ab728c380p8001,1,8,dondozo|flareon|garchomp|ironvaliant|milotic|pawmot,annihilape|cinccino|garchomp|gyarados|meloetta|scrafty,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61112,v1,random,v1Ab728c380p8001,1,10,gyarados|scyther|slitherwing|spiritomb|uxie|veluza,gardevoir|golurk|gyarados|lurantis|magearna|solgaleo,2,4,3.788,6,0,0.0
battle-gen9randomdoublesbattle-61113,v1,random,v1Ab728c380p8001,1,13,medicham|oricoriosensu|rhyperior|screamtail|spidops|vivilloncontinental,bellibolt|dipplin|gogoat|greninja|gyarados|ironmoth,2,4,2.899,6,0,0.0
battle-gen9randomdoublesbattle-61114,v1,random,v1Ab728c380p8001,1,6,archaludon|decidueye|glastrier|ironleaves|lumineon|mabosstiff,chimecho|dugtrioalola|enamorus|greattusk|mienshao|porygonz,1,5,4.809,6,0,0.0
battle-gen9randomdoublesbattle-61115,v1,random,v1Ab728c380p8001,1,9,florgesorange|ludicolo|lumineon|palossand|rampardos|shiftry,bellibolt|dragapult|flareon|leafeon|scrafty|terrakion,3,3,2.572,6,0,0.0
battle-gen9randomdoublesbattle-61116,v1,random,v1Ab728c380p8001,1,8,comfey|flygon|kingdra|mandibuzz|tinkaton|tornadustherian,arceusground|cyclizar|dondozo|incineroar|tinkaton|yanmega,2,4,3.65,6,0,0.0
battle-gen9randomdoublesbattle-61117,v1,random,v1Ab728c380p8001,1,8,blissey|cloyster|lapras|reshiram|sceptile|zekrom,basculegion|goodra|greattusk|infernape|ironbundle|sunflora,3,3,2.007,6,0,0.0
battle-gen9randomdoublesbattle-61118,v1,random,v1Ab728c380p8001,1,7,arceusice|golemalola|lumineon|mesprit|sawsbuckwinter|zekrom,gyarados|necrozma|perrserker|pyroar|salamence|skuntank,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61119,v1,random,v1Ab728c380p8001,1,9,chimecho|cyclizar|perrserker|skeledirge|slowbrogalar|vileplume,banette|dugtrioalola|greattusk|lumineon|mausholdfour|samurotthisui,2,4,3.294,6,0,0.0
battle-gen9randomdoublesbattle-61120,v1,random,v1Ab728c380p8001,1,12,arceuspoison|deoxysspeed|dialgaorigin|komala|malamar|oricorio,arceus|basculinbluestriped|gengar|hooh|hoopa|probopass,2,4,3.814,6,0,0.0
battle-gen9randomdoublesbattle-61121,v1,random,v1Ab728c380p8001,1,8,baxcalibur|galvantula|hippowdon|irontreads|slaking|spectrier,cinccino|clefairy|dragapult|hydrapple|medicham|phione,1,5,5.0,6,0,0.0
battle-gen9randomdoublesbattle-61122,v1,random,v1Ab728c380p8001,1,7,masquerain|ninetales|skuntank|tentacruel|terapagosterastal|toedscruel,delphox|grimmsnarl|luvdisc|slowbrogalar|sylveon|toxtricitylowkey,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61123,v1,random,v1Ab728c380p8001,1,8,basculinbluestriped|dipplin|palossand|ribombee|toxtricity|zapdos,abomasnow|banette|eternatus|grafaiai|sandslash|slaking,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61124,v1,random,v1Ab728c380p8001,1,12,dewgong|luvdisc|persianalola|porygonz|regieleki|staraptor,crabominable|drifblim|dudunsparce|flareon|frosmoth|toedscruel,3,3,2.074,6,0,0.0
battle-gen9randomdoublesbattle-61125,v1,random,v1Ab728c380p8001,1,9,excadrill|giratinaorigin|incineroar|politoed|torterra|zamazentacrowned,alcremiemintcream|drednaw|hitmonchan|luxray|meloetta|tyranitar,2,4,3.734,6,0,0.0
battle-gen9randomdoublesbattle-61126,v1,random,v1Ab728c380p8001,1,9,brutebonnet|hooh|kricketune|lanturn|porygon2|registeel,charizard|feraligatr|miraidon|sableye|tinkaton|venusaur,2,4,2.769,6,0,0.0
battle-gen9randomdoublesbattle-61127,v1,random,v1Ab728c380p8001,1,11,baxcalibur|ceruledge|infernape|inteleon|jolteon|squawkabillyblue,archaludon|granbull|ludicolo|shaymin|solgaleo|taurospaldeaaqua,2,4,3.276,6,0,0.0
battle-gen9randomdoublesbattle-61128,v1,random,v1Ab728c380p8001,1,8,ampharos|arceusrock|medicham|moltresgalar|orthworm|phione,camerupt|donphan|golduck|magearnaoriginal|scovillain|taurospaldeacombat,1,5,4.16,6,0,0.0
battle-gen9randomdoublesbattle-61129,v1,random,v1Ab728c380p8001,1,9,hypno|minun|poliwrath|raichualola|rhydon|torterra,eternatus|farigiraf|ironcrown|koraidon|okidogi|toedscruel,3,3,2.294,6,0,0.0
battle-gen9randomdoublesbattle-61130,v1,random,v1Ab728c380p8001,1,9,breloom|dugtrioalola|ninetalesalola|sandyshocks|skeledirge|wyrdeer,fezandipiti|maushold|medicham|perrserker|typhlosionhisui|vigoroth,3,3,2.193,6,0,0.0
battle-gen9randomdoublesbattle-61131,v1,random,v1Ab728c380p8001,1,10,appletun|duraludon|masquerain|orthworm|rhyperior|vaporeon,diancie|komala|magmar|swampert|swanna|tornadus,1,5,3.877,6,0,0.0
battle-gen9randomdoublesbattle-61132,v1,random,v1Ab728c380p8001,1,23,appletun|beartic|haxorus|lumineon|sunflora|volcarona,bellossom|latios|necrozmadawnwings|serperior|smeargle|swampert,4,2,1.9,6,0,0.0
battle-gen9randomdoublesbattle-61133,v1,random,v1Ab728c380p8001,1,8,articuno|ironthorns|mimikyu|minun|politoed|sudowoodo,dodrio|gothitelle|lurantis|meloetta|palafin|poliwrath,2,4,3.705,6,0,0.0
battle-gen9randomdoublesbattle-61134,v1,random,v1Ab728c380p8001,1,13,arbok|breloom|dragapult|lugia|mightyena|volbeat,espathra|palkiaorigin|sinistcha|staraptor|tinkaton|veluza,2,4,3.708,6,0,0.0
battle-gen9randomdoublesbattle-61135,v1,random,v1Ab728c380p8001,1,13,dragalge|eiscue|hatterene|jirachi|minun|wugtrio,rillaboom|salamence|snorlax|umbreon|veluza|zapdos,3,3,2.433,6,0,0.0
battle-gen9randomdoublesbattle-61136,v1,random,v1Ab728c380p8001,1,7,araquanid|electabuzz|oricorio|regigigas|spectrier|zamazentacrowned,annihilape|electrode|komala|noivern|oranguru|tatsugiri,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61137,v1,random,v1Ab728c380p8001,1,7,beartic|calyrexshadow|granbull|kilowattrel|metagross|typhlosion,cetitan|chandelure|klefki|mabosstiff|meowsticf|ogerponcornerstone,2,4,3.123,6,0,0.0
battle-gen9randomdoublesbattle-61138,v1,random,v1Ab728c380p8001,1,8,dachsbun|grafaiai|illumise|jirachi|kricketune|luxray,banette|glaceon|ironjugulis|kricketune|mewtwo|probopass,0,6,6.0,6,0,0.0
battle-gen9randomdoublesbattle-61139,v1,random,v1Ab728c380p8001,1,8,cryogonal|dragapult|florgeswhite|gumshoos|roaringmoon|volcanion,copperajah|crabominable|espathra|florges|luvdisc|toxicroak,2,4,4.0,6,0,0.0
battle-gen9randomdoublesbattle-61140,v1,random,v1Ab728c380p8001,1,20,alomomola|bellibolt|clodsire|dialga|hydreigon|mightyena,alcremierubyswirl|arceusdragon|deoxysspeed|lunala|masquerain|staraptor,1,5,3.713,6,0,0.0
battle-gen9randomdoublesbattle-61141,v1,random,v1Ab728c380p8001,1,7,cobalion|flamigo|hatterene|lugia|luxray|magnezone,arbok|cinccino|glalie|golemalola|jolteon|rayquaza,0,6,4.806,6,0,0.0
battle-gen9randomdoublesbattle-61142,v1,random,v1Ab728c380p8001,1,11,dedenne|dragalge|froslass|mewtwo|spidops|venusaur,cresselia|delphox|houndoom|kleavor|quagsire|walkingwake,3,3,2.794,6,0,0.0
battle-gen9randomdoublesbattle-61143,v1,random,v1Ab728c380p8001,1,10,hooh|hypno|jolteon|kyuremwhite|pincurchin|tropius,feraligatr|hippowdon|mightyena|moltres|murkrow|sudowoodo,2,4,2.972,6,0,0.0
battle-gen9randomdoublesbattle-61144,v1,random,v1Ab728c380p8001,1,7,emboar|forretress|ironboulder|shaymin|sylveon|wigglytuff,clawitzer|coalossal|deoxysspeed|gumshoos|luvdisc|mandibuzz,1,5,4.181,6,0,0.0
battle-gen9randomdoublesbattle-61145,v1,random,v1Ab728c380p8001,1,10,arboliva|cryogonal|politoed|sandyshocks|spiritomb|suicune,azelf|cobalion|lokix|rabsca|snorlax|swalot,2,4,3.596,6,0,0.0
battle-gen9randomdoublesbattle-61146,v1,random,v1Ab728c380p8001,1,9,excadrill|golurk|gyarados|hypno|skeledirge|slitherwing,braviary|chesnaught|gholdengo|plusle|screamtail|yanmega,1,5,4.779,6,0,0.0
battle-gen9randomdoublesbattle-61147,v1,random,v1Ab728c380p8001,1,10,kilowattrel|magcargo|meganium|sunflora|tatsugiri|tyranitar,enamorustherian|primarina|pyroar|shayminsky|slowbro|zamazentacrowned,1,5,4.441,6,0,0.0
battle-gen9randomdoublesbattle-61148,v1,random,v1Ab728c380p8001,1,6,charizard|cobalion|honchkrow|mienshao|rabsca|serperior,cryogonal|mimikyu|orthworm|raichu|rillaboom|zoroark,0,6,5.224,6,0,0.0
battle-gen9randomdoublesbattle-61149,v1,random,v1Ab728c380p8001,1,8,araquanid|giratinaorigin|golem|ironthorns|ragingbolt|spiritomb,chesnaught|electabuzz|excadrill|falinks|fezandipiti|leafeon,1,5,4.765,6,0,0.0
battle-gen9randomdoublesbattle-61150,v1,random,v1Ab728c380p8001,1,15,empoleon|mudsdale|necrozmaduskmane|quagsire|rotomfan|venusaur,dewgong|groudon|kommoo|ludicolo|regice|sceptile,2,4,3.68,6,0,0.0
battle-gen9randomdoublesbattle-61151,v1,random,v1Ab728c380p8001,1,8,annihilape|beartic|deoxysattack|frosmoth|gogoat|pikachuoriginal,ariados|falinks|garganacl|latias|miraidon|rillaboom,4,2,2.0,6,0,0.0
battle-gen9randomdoublesbattle-61152,v1,random,v1Ab728c380p8001,1,9,duraludon|electivire|quagsire|regirock|sinistcha|zarudedada,dialga|espeon|miraidon|ogerponhearthflame|okidogi|rabsca,2,4,2.422,6,0,0.0
battle-gen9randomdoublesbattle-61153,v1,random,v1Ab728c380p8001,1,10,basculegion|glaceon|leafeon|luxray|okidogi|pachirisu,copperajah|espeon|gothitelle|magearna|shayminsky|vaporeon,1,5,4.437,6,0,0.0
battle-gen9randomdoublesbattle-61154,v1,random,v1Ab728c380p8001,1,9,annihilape|jirachi|lumineon|miraidon|porygonz|zekrom,azelf|blaziken|clefable|sandaconda|toxicroak|venusaur,2,4,3.63,6,0,0.0
battle-gen9randomdoublesbattle-61155,v1,random,v1Ab728c380p8001,1,8,appletun|minior|ninetalesalola|oinkolognef|regice|rillaboom,annihilape|camerupt|charizard|cryogonal|sandyshocks|swanna,0,6,5.302,6,0,0.0
battle-gen9randomdoublesbattle-61156,v1,random,v1Ab728c380p8001,1,7,annihilape|brambleghast|flygon|hawlucha|metagross|primarina,houndstone|leafeon|medicham|probopass|roaringmoon|stonjourner,0,6,5.121,6,0,0.0
battle-gen9randomdoublesbattle-61157,v1,random,v1Ab728c380p8001,1,9,altaria|araquanid|dachsbun|greninja|miraidon|screamtail,dragonite|falinks|latios|noctowl|ogerponhearthflame|polteageistantique,0,6,3.177,6,0,0.0
battle-gen9randomdoublesbattle-61158,v1,random,v1Ab728c380p8001,1,4,kricketune|necrozma|oranguru|urshifu|vikavolt|wigglytuff,braviary|chienpao|decidueyehisui|inteleon|regieleki|sylveon,0,6,5.052,6,0,0.0
battle-gen9randomdoublesbattle-61159,v1,random,v1Ab728c380p8001,1,8,basculinbluestriped|cinderace|dragonite|palossand|smeargle|wyrdeer,cetitan|corviknight|pachirisu|toucannon|venomoth|vigoroth,2,4,2.336,6,0,0.0
battle-gen9randomdoublesbattle-61160,v1,random,v1Ab728c380p8001,1,6,kilowattrel|minun|overqwil|rabsca|vespiquen|wigglytuff,barraskewda|cinderace|latios|lunala|lycanroc|passimian,3,3,2.083,6,0,0.0
battle-gen9randomdoublesbattle-61161,v1,random,v1Ab728c380p8001,1,6,beartic|cobalion|taurospaldeaaqua|thundurustherian|toxtricity|wigglytuff,banette|ceruledge|grimmsnarl|ironjugulis|ironmoth|quaquaval,1,5,4.07,6,0,0.0
battle-gen9randomdoublesbattle-61162,v1,random,v1Ab728c380p8001,1,8,cetitan|clefairy|glimmora|greninja|pawmot|skarmory,arceusfire|chandelure|electrode|mamoswine|reuniclus|torterra,1,5,3.429,6,0,0.0
battle-gen9randomdoublesbattle-61163,v1,random,v1Ab728c380p8001,1,9,banette|dachsbun|dialga|metagross|mukalola|tornadustherian,farigiraf|hoopa|kingdra|tornadustherian|torterra|weavile,1,5,3.099,6,0,0.0
battle-gen9randomdoublesbattle-61164,v1,random,v1Ab728c380p8001,1,8,arcanine|archaludon|carbink|grumpig|ironbundle|ludicolo,cinderace|dedenne|gougingfire|grumpig|mienshao|tauros,2,4,3.157,6,0,0.0
battle-gen9randomdoublesbattle-61165,v1,random,v1Ab728c380p8001,1,8,dusknoir|ironboulder|ragingbolt|rampardos|tornadus|volcarona,fluttermane|kyuremwhite|mimikyu|oricoriopau|overqwil|quagsire,2,4,3.303,6,0,0.0
battle-gen9randomdoublesbattle-61166,v1,random,v1Ab728c380p8001,1,13,archaludon|heracross|ironjugulis|manaphy|raikou|sawsbuck,arcanine|deoxys|electabuzz|sableye|slaking|trevenant,3,3,2.097,6,0,0.0
battle-gen9randomdoublesbattle-61167,v1,random,v1Ab728c380p8001,1,8,bellossom|jirachi|skuntank|sudowoodo|vaporeon|victreebel,clawitzer|greninja|hariyama|ironthorns|oricoriopompom|virizion,1,5,3.732,6,0,0.0
battle-gen9randomdoublesbattle-61168,v1,random,v1Ab728c380p8001,1,7,greedent|haxorus|heracross|perrserker|roaringmoon|toxicroak,ariados|bastiodon|electivire|illumise|ironjugulis|meowscarada,2,4,2.914,6,0,0.0
battle-gen9randomdoublesbattle-61169,v1,random,v1Ab728c380p8001,1,8,comfey|drifblim|mightyena|pawmot|scyther|snorlax,ironjugulis|kingambit|magcargo|poliwrath|scizor|toedscruel,2,4,3.803,6,0,0.0
battle-gen9randomdoublesbattle-61170,v1,random,v1Ab728c380p8001,1,9,arboliva|kingdra|lunala|raichualola|serperior|zamazentacrowned,dachsbun|krookodile|necrozmadawnwings|oricoriopompom|pyroar|registeel,1,5,4.199,6,0,0.0
battle-gen9randomdoublesbattle-61171,v1,random,v1Ab728c380p8001,1,12,crawdaunt|dragonite|eelektross|luvdisc|pincurchin|snorlax,phione|plusle|registeel|rillaboom|torkoal|virizion,1,5,3.819,6,0,0.0
battle-gen9randomdoublesbattle-61172,v1,random,v1Ab728c380p8001,1,7,alomomola|altaria|delibird|glalie|ironboulder|shaymin,bellossom|camerupt|corviknight|keldeoresolute|oricoriosensu|roaringmoon,1,5,4.505,6,0,0.0
battle-gen9randomdoublesbattle-61173,v1,random,v1Ab728c380p8001,1,12,braviaryhisui|duraludon|espeon|morpeko|serperior|slitherwing,coalossal|dudunsparce|duraludon|exeggutor|milotic|tinkaton,1,5,3.533,6,0,0.0
battle-gen9randomdoublesbattle-61174,v1,random,v1Ab728c380p8001,1,9,amoonguss|cinccino|dodrio|flamigo|ironthorns|kingambit,arboliva|flamigo|magmar|talonflame|ursaluna|uxie,3,3,1.803,6,0,0.0
battle-gen9randomdoublesbattle-61175,v1,random,v1Ab728c380p8001,1,5,gallade|gliscor|kilowattrel|komala|magmar|typhlosion,dudunsparce|latias|lumineon|salazzle|smeargle|yanmega,2,4,3.705,6,0,0.0
battle-gen9randomdoublesbattle-61176,v1,random,v1Ab728c380p8001,1,6,coalossal|greedent|meowstic|mienshao|milotic|regigigas,cloyster|cyclizar|grimmsnarl|kilowattrel|krookodile|moltres,1,5,4.703,6,0,0.0
battle-gen9randomdoublesbattle-61177,v1,random,v1Ab728c380p8001,1,7,landorus|ludicolo|milotic|pecharunt|regigigas|skeledirge,arceussteel|calyrexshadow|electivire|giratinaorigin|ribombee|tinkaton,1,5,4.357,6,0,0.0
battle-gen9randomdoublesbattle-61178,v1,random,v1Ab728c380p8001,1,16,arceusground|gardevoir|gumshoos|quagsire|serperior|volcarona,garganacl|groudon|houndoom|rotomfan|torterra|veluza,2,4,2.646,6,0,0.0
battle-gen9randomdoublesbattle-61179,v1,random,v1Ab728c380p8001,1,8,fezandipiti|hitmontop|probopass|ribombee|spidops|squawkabillyblue,bombirdier|electrodehisui|espeon|ironvaliant|kyurem|meganium,2,4,3.815,6,0,0.0
battle-gen9randomdoublesbattle-61180,v1,random,v1Ab728c380p8001,1,9,basculinbluestriped|deoxysdefense|garganacl|lugia|raikou|wochien,garchomp|kingambit|meowsticf|munkidori|regirock|whimsicott,2,4,3.706,6,0,0.0
