won,fainted_us,fainted_opp,hp_perc_us,hp_perc_opp,turns
loss,6.0,3.2295719844357977,0.0,0.20151750972762644,21.610894941634243
win,3.397163120567376,4.971631205673759,0.34212056737588653,0.06767375886524822,19.326241134751772
