won,crit_us,crit_opp,miss_us,miss_opp,supereffective_us,supereffective_opp
loss,0.6536964980544747,0.603112840466926,0.3151750972762646,0.36186770428015563,3.062256809338521,4.474708171206226
win,0.6808510638297872,0.3191489361702128,0.1773049645390071,0.44680851063829785,4.212765957446808,2.9361702127659575
