games_raw,wins_raw,win_rate_%,ci95_pp,games_turns_ge10,win_rate_turns_ge10_%,ci95_turns_ge10_pp,short_games_turns_lt10,elo_start,elo_end,elo_min,elo_max,mean_turns_active,tera_games,tera_wr_%,fallback_us_total,error_us_total,ko_checks_mean,setup_mean,vol_switches_mean,first_timestamp,last_timestamp,csv
431,170,39.443155452436194,4.594597416009585,398,35.42713567839196,4.6785825808221295,33,1085.0,1038.0,1000.0,1263.0,20.801507537688444,45,20.0,13,0,16.12060301507538,0.02763819095477387,2.341708542713568,2026-06-09 21:54:55.175130,2026-06-10 18:32:07.274106,/home/sirp/Documents/MUDS/TFM_Pokemon/data/testing/logs/logs_v14_online/battle_history.csv
