won,hazard_sets_us,setup_uses_us,ko_checks_us,terastallized_us,fallback_moves_us
loss,0.05058365758754864,0.03501945525291829,16.027237354085603,0.14007782101167315,0.042801556420233464
win,0.03546099290780142,0.014184397163120567,16.29078014184397,0.06382978723404255,0.014184397163120567
