battle_id,winner,turns,won
battle-gen9randomdoublesbattle-50433,VGC_B_2019,15,0
battle-gen9randomdoublesbattle-50434,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50435,VGC_A_2019,12,1
battle-gen9randomdoublesbattle-50436,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50437,VGC_B_2019,31,0
battle-gen9randomdoublesbattle-50438,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50439,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50440,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50441,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50442,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50443,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50444,VGC_B_2019,15,0
battle-gen9randomdoublesbattle-50445,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50446,VGC_A_2019,10,1
battle-gen9randomdoublesbattle-50447,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50448,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50449,VGC_B_2019,20,0
battle-gen9randomdoublesbattle-50450,VGC_A_2019,10,1
battle-gen9randomdoublesbattle-50451,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50452,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50453,VGC_B_2019,11,0
battle-gen9randomdoublesbattle-50454,VGC_A_2019,24,1
battle-gen9randomdoublesbattle-50455,VGC_A_2019,17,1
battle-gen9randomdoublesbattle-50456,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50457,VGC_B_2019,21,0
battle-gen9randomdoublesbattle-50458,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50459,VGC_B_2019,20,0
battle-gen9randomdoublesbattle-50460,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50461,VGC_A_2019,15,1
battle-gen9randomdoublesbattle-50462,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50463,VGC_B_2019,15,0
battle-gen9randomdoublesbattle-50464,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50465,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50466,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50467,VGC_B_2019,24,0
battle-gen9randomdoublesbattle-50468,VGC_A_2019,12,1
battle-gen9randomdoublesbattle-50469,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50470,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50471,VGC_A_2019,15,1
battle-gen9randomdoublesbattle-50472,VGC_B_2019,10,0
battle-gen9randomdoublesbattle-50473,VGC_B_2019,22,0
battle-gen9randomdoublesbattle-50474,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50475,VGC_A_2019,30,1
battle-gen9randomdoublesbattle-50476,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50477,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50478,VGC_A_2019,22,1
battle-gen9randomdoublesbattle-50479,VGC_A_2019,30,1
battle-gen9randomdoublesbattle-50480,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50481,VGC_B_2019,19,0
battle-gen9randomdoublesbattle-50482,VGC_A_2019,8,1
battle-gen9randomdoublesbattle-50483,VGC_A_2019,19,1
battle-gen9randomdoublesbattle-50484,VGC_B_2019,11,0
battle-gen9randomdoublesbattle-50485,VGC_A_2019,12,1
battle-gen9randomdoublesbattle-50486,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50487,VGC_B_2019,19,0
battle-gen9randomdoublesbattle-50488,VGC_A_2019,21,1
battle-gen9randomdoublesbattle-50489,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50490,VGC_A_2019,23,1
battle-gen9randomdoublesbattle-50491,VGC_A_2019,15,1
battle-gen9randomdoublesbattle-50492,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50493,VGC_B_2019,18,0
battle-gen9randomdoublesbattle-50494,VGC_A_2019,21,1
battle-gen9randomdoublesbattle-50495,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50496,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50497,VGC_A_2019,25,1
battle-gen9randomdoublesbattle-50498,VGC_A_2019,7,1
battle-gen9randomdoublesbattle-50499,VGC_A_2019,29,1
battle-gen9randomdoublesbattle-50500,VGC_A_2019,22,1
battle-gen9randomdoublesbattle-50501,VGC_B_2019,11,0
battle-gen9randomdoublesbattle-50502,VGC_A_2019,20,1
battle-gen9randomdoublesbattle-50503,VGC_B_2019,16,0
battle-gen9randomdoublesbattle-50504,VGC_A_2019,27,1
battle-gen9randomdoublesbattle-50505,VGC_B_2019,18,0
battle-gen9randomdoublesbattle-50506,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50507,VGC_B_2019,16,0
battle-gen9randomdoublesbattle-50508,VGC_B_2019,10,0
battle-gen9randomdoublesbattle-50509,VGC_A_2019,17,1
battle-gen9randomdoublesbattle-50510,VGC_A_2019,19,1
battle-gen9randomdoublesbattle-50511,VGC_A_2019,11,1
battle-gen9randomdoublesbattle-50512,VGC_B_2019,22,0
battle-gen9randomdoublesbattle-50513,VGC_B_2019,12,0
battle-gen9randomdoublesbattle-50514,VGC_B_2019,33,0
battle-gen9randomdoublesbattle-50515,VGC_A_2019,26,1
battle-gen9randomdoublesbattle-50516,VGC_B_2019,18,0
battle-gen9randomdoublesbattle-50517,VGC_B_2019,22,0
battle-gen9randomdoublesbattle-50518,VGC_A_2019,24,1
battle-gen9randomdoublesbattle-50519,VGC_B_2019,20,0
battle-gen9randomdoublesbattle-50520,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50521,VGC_B_2019,31,0
battle-gen9randomdoublesbattle-50522,VGC_B_2019,12,0
battle-gen9randomdoublesbattle-50523,VGC_B_2019,26,0
battle-gen9randomdoublesbattle-50524,VGC_A_2019,15,1
battle-gen9randomdoublesbattle-50525,VGC_A_2019,11,1
battle-gen9randomdoublesbattle-50526,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50527,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50528,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50529,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50530,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50531,VGC_B_2019,15,0
battle-gen9randomdoublesbattle-50532,VGC_B_2019,18,0
battle-gen9randomdoublesbattle-50533,VGC_B_2019,16,0
battle-gen9randomdoublesbattle-50534,VGC_B_2019,15,0
battle-gen9randomdoublesbattle-50535,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50536,VGC_A_2019,26,1
battle-gen9randomdoublesbattle-50537,VGC_A_2019,35,1
battle-gen9randomdoublesbattle-50538,VGC_B_2019,7,0
battle-gen9randomdoublesbattle-50539,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50540,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50541,VGC_A_2019,27,1
battle-gen9randomdoublesbattle-50542,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50543,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50544,VGC_B_2019,19,0
battle-gen9randomdoublesbattle-50545,VGC_B_2019,12,0
battle-gen9randomdoublesbattle-50546,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50547,VGC_B_2019,12,0
battle-gen9randomdoublesbattle-50548,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50549,VGC_A_2019,21,1
battle-gen9randomdoublesbattle-50550,VGC_B_2019,24,0
battle-gen9randomdoublesbattle-50551,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50552,VGC_B_2019,8,0
battle-gen9randomdoublesbattle-50553,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50554,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50555,VGC_A_2019,16,1
battle-gen9randomdoublesbattle-50556,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50557,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50558,VGC_B_2019,23,0
battle-gen9randomdoublesbattle-50559,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50560,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50561,VGC_B_2019,9,0
battle-gen9randomdoublesbattle-50562,VGC_A_2019,10,1
battle-gen9randomdoublesbattle-50563,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50564,VGC_B_2019,12,0
battle-gen9randomdoublesbattle-50565,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50566,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50567,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50568,VGC_B_2019,18,0
battle-gen9randomdoublesbattle-50569,VGC_A_2019,18,1
battle-gen9randomdoublesbattle-50570,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50571,VGC_B_2019,23,0
battle-gen9randomdoublesbattle-50572,VGC_B_2019,19,0
battle-gen9randomdoublesbattle-50573,VGC_A_2019,12,1
battle-gen9randomdoublesbattle-50574,VGC_A_2019,15,1
battle-gen9randomdoublesbattle-50575,VGC_B_2019,15,0
battle-gen9randomdoublesbattle-50576,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50577,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50578,VGC_A_2019,19,1
battle-gen9randomdoublesbattle-50579,VGC_B_2019,24,0
battle-gen9randomdoublesbattle-50580,VGC_A_2019,17,1
battle-gen9randomdoublesbattle-50581,VGC_B_2019,25,0
battle-gen9randomdoublesbattle-50582,VGC_B_2019,13,0
battle-gen9randomdoublesbattle-50583,VGC_A_2019,14,1
battle-gen9randomdoublesbattle-50584,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50585,VGC_B_2019,12,0
battle-gen9randomdoublesbattle-50586,VGC_B_2019,11,0
battle-gen9randomdoublesbattle-50587,VGC_B_2019,17,0
battle-gen9randomdoublesbattle-50588,VGC_A_2019,13,1
battle-gen9randomdoublesbattle-50589,VGC_B_2019,14,0
battle-gen9randomdoublesbattle-50590,VGC_B_2019,23,0
battle-gen9randomdoublesbattle-50591,VGC_A_2019,20,1
battle-gen9randomdoublesbattle-50592,VGC_B_2019,16,0
battle-gen9randomdoublesbattle-50593,VGC_A_2019,18,1
