battle_id,winner,turns,won
battle-gen9randomdoublesbattle-32381,VGC_A_7cd9,12,1
battle-gen9randomdoublesbattle-32382,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32383,VGC_A_7cd9,20,1
battle-gen9randomdoublesbattle-32384,VGC_A_7cd9,17,1
battle-gen9randomdoublesbattle-32385,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32386,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32387,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32388,VGC_A_7cd9,18,1
battle-gen9randomdoublesbattle-32389,VGC_B_7cd9,12,0
battle-gen9randomdoublesbattle-32390,VGC_A_7cd9,17,1
battle-gen9randomdoublesbattle-32391,VGC_B_7cd9,21,0
battle-gen9randomdoublesbattle-32392,VGC_B_7cd9,22,0
battle-gen9randomdoublesbattle-32393,VGC_A_7cd9,11,1
battle-gen9randomdoublesbattle-32394,VGC_A_7cd9,27,1
battle-gen9randomdoublesbattle-32395,VGC_A_7cd9,21,1
battle-gen9randomdoublesbattle-32396,VGC_A_7cd9,12,1
battle-gen9randomdoublesbattle-32397,VGC_B_7cd9,12,0
battle-gen9randomdoublesbattle-32398,VGC_B_7cd9,17,0
battle-gen9randomdoublesbattle-32399,VGC_A_7cd9,12,1
battle-gen9randomdoublesbattle-32400,VGC_A_7cd9,13,1
battle-gen9randomdoublesbattle-32401,VGC_A_7cd9,20,1
battle-gen9randomdoublesbattle-32402,VGC_B_7cd9,22,0
battle-gen9randomdoublesbattle-32403,VGC_B_7cd9,16,0
battle-gen9randomdoublesbattle-32404,VGC_A_7cd9,21,1
battle-gen9randomdoublesbattle-32405,VGC_B_7cd9,24,0
battle-gen9randomdoublesbattle-32406,VGC_A_7cd9,23,1
battle-gen9randomdoublesbattle-32407,VGC_B_7cd9,18,0
battle-gen9randomdoublesbattle-32408,VGC_A_7cd9,20,1
battle-gen9randomdoublesbattle-32409,VGC_B_7cd9,23,0
battle-gen9randomdoublesbattle-32410,VGC_B_7cd9,23,0
battle-gen9randomdoublesbattle-32411,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32412,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32413,VGC_B_7cd9,21,0
battle-gen9randomdoublesbattle-32414,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32415,VGC_B_7cd9,12,0
battle-gen9randomdoublesbattle-32416,VGC_A_7cd9,14,1
battle-gen9randomdoublesbattle-32417,VGC_A_7cd9,22,1
battle-gen9randomdoublesbattle-32418,VGC_A_7cd9,16,1
battle-gen9randomdoublesbattle-32419,VGC_B_7cd9,22,0
battle-gen9randomdoublesbattle-32420,VGC_A_7cd9,22,1
battle-gen9randomdoublesbattle-32421,VGC_A_7cd9,23,1
battle-gen9randomdoublesbattle-32422,VGC_A_7cd9,18,1
battle-gen9randomdoublesbattle-32423,VGC_A_7cd9,13,1
battle-gen9randomdoublesbattle-32424,VGC_B_7cd9,11,0
battle-gen9randomdoublesbattle-32425,VGC_B_7cd9,16,0
battle-gen9randomdoublesbattle-32426,VGC_A_7cd9,12,1
battle-gen9randomdoublesbattle-32427,VGC_B_7cd9,20,0
battle-gen9randomdoublesbattle-32428,VGC_A_7cd9,18,1
battle-gen9randomdoublesbattle-32429,VGC_B_7cd9,23,0
battle-gen9randomdoublesbattle-32430,VGC_A_7cd9,16,1
battle-gen9randomdoublesbattle-32431,VGC_A_7cd9,20,1
battle-gen9randomdoublesbattle-32432,VGC_B_7cd9,15,0
battle-gen9randomdoublesbattle-32433,VGC_A_7cd9,23,1
battle-gen9randomdoublesbattle-32434,VGC_B_7cd9,26,0
battle-gen9randomdoublesbattle-32435,VGC_B_7cd9,14,0
battle-gen9randomdoublesbattle-32436,VGC_A_7cd9,13,1
battle-gen9randomdoublesbattle-32437,VGC_B_7cd9,18,0
