battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp,moves_used
battle-gen9randombattle-59675,v6,simple_heuristic,v6Af2658606p8000,1,13,beartic|feraligatr|fezandipiti|miraidon|pawmot|tatsugiri,basculegion|enamorus|furret|indeedeef|shiftry|zapdos,6,0,0.0,6,0,0.0,closecombat|dracometeor|earthquake|gunkshot|icepunch|liquidation|playrough
battle-gen9randombattle-59676,v6,simple_heuristic,Oppf2658606p8000,0,21,grumpig|kingambit|miraidon|shayminsky|snorlax|volcanion,cobalion|dragapult|ironcrown|moltres|tornadus|trevenant,6,0,0.0,5,1,1.0,bodyslam|earthpower|kowtowcleave|overheat|seedflare|steameruption
battle-gen9randombattle-59677,v6,simple_heuristic,v6Af2658606p8000,1,18,brutebonnet|chimecho|entei|greninja|sandyshocks|suicune,delphox|greninja|kommoo|meloetta|palkiaorigin|porygon2,5,1,1.0,6,0,0.0,closecombat|darkpulse|dazzlinggleam|earthpower|hydropump|scald|stoneedge|suckerpunch
battle-gen9randombattle-59678,v6,simple_heuristic,v6Af2658606p8000,1,16,arbok|armarouge|mienshao|swalot|wyrdeer|yanmega,calyrexice|persianalola|seviper|weezing|whiscash|zarude,5,1,1.0,6,0,0.0,armorcannon|bugbuzz|closecombat|earthquake|gunkshot|megahorn|psychicnoise
battle-gen9randombattle-59679,v6,simple_heuristic,Oppf2658606p8000,0,16,clawitzer|donphan|floatzel|koraidon|polteageist|talonflame,dialgaorigin|espathra|falinks|glalie|luvdisc,6,0,0.0,4,1,0.31,aurasphere|dragonpulse|earthquake|outrage|overheat|shadowball|uturn|wavecrash
battle-gen9randombattle-59680,v6,simple_heuristic,v6Af2658606p8000,1,15,gengar|gumshoos|ironjugulis|landorustherian|samurotthisui|sudowoodo,braviary|ceruledge|copperajah|forretress|golurk|gougingfire,5,1,0.777,6,0,0.0,darkpulse|earthquake|headsmash|shadowball|stoneedge|suckerpunch
battle-gen9randombattle-59681,v6,simple_heuristic,v6Af2658606p8000,1,18,dodrio|luxray|noctowl|politoed|regirock|scizor,bellibolt|empoleon|golurk|misdreavus|pachirisu|volcarona,5,1,0.298,6,0,0.0,closecombat|doubleedge|hurricane|hydropump|hypervoice|stoneedge|throatchop
battle-gen9randombattle-59682,v6,simple_heuristic,Oppf2658606p8000,0,18,gogoat|illumise|maushold|miraidon|rampardos|venusaur,kingambit|meowscarada|mimikyu|shayminsky|typhlosion,6,0,0.0,4,1,1.0,bite|bugbuzz|earthquake|electrodrift|firepunch|hornleech|rockslide|sludgebomb
battle-gen9randombattle-59683,v6,simple_heuristic,Oppf2658606p8000,0,19,chansey|comfey|donphan|lilligant|shiftry|taurospaldeablaze,dodrio|incineroar|magnezone|passimian,6,0,0.0,3,1,0.88,closecombat|earthquake|iceshard|leafstorm|petaldance|stealthrock|suckerpunch|terablast
battle-gen9randombattle-59684,v6,simple_heuristic,v6Af2658606p8000,1,19,blissey|clodsire|electivire|flareon|frosmoth|mabosstiff,alomomola|appletun|mesprit|moltresgalar|whimsicott|zoroark,5,1,1.0,6,0,0.0,earthquake|icebeam|playrough|seismictoss|supercellslam|trailblaze
