agent,elo
simple_heuristic,1137.8917768809379
abyssal,1137.369664743217
v2,1078.120084925422
v6,1077.3573632909347
v3,1077.3541858500073
one_step,1072.199651613642
safe_one_step,1071.2580753934926
v1,1064.4466286870606
v5,949.8991206476082
max_power,895.9683588932195
v4,890.8369955372193
random,458.1498862892672
