agent,elo
simple_heuristic,1162.0661209185223
abyssal,1149.5267321522683
one_step,1050.5115258932733
v6,1049.9897658433983
safe_one_step,1048.9623270875356
v3,1046.7694816595215
v2,1045.8378000803773
v1,1045.6293896537118
v4,953.1981199095372
v5,900.4980274299228
max_power,853.9553210242619
random,509.1939873287111
