agent,games,win_rate_%,ci95_pp,avg_turns,avg_hp_us,search_fire_%_turns,search_moves / game,search_switches / game,search_diff / game,override_%_of_search,ko_checks / game,endgame / game,loop_guards / game,setup / game,hazards / game,tera / game
v15 maximin (HP leaf),253000,53.799209486166006,0.19426975083560116,18.811284584980235,1.2831739130434783,17.644658452341442,3.4738498023715416,0.9780869565217392,2.804225296442688,66.5399669412528,14.330743083003952,0.025304347826086957,0.2767628458498024,0.20702371541501977,0.04939525691699605,0.3959604743083004
v16 maximin (positional bonuses),253000,54.30039525691699,0.194111048528615,19.02498814229249,1.2912766798418973,17.58510022905509,3.615284584980237,0.945094861660079,2.943616600790514,67.28085692560506,14.332529644268774,0.026118577075098813,0.2592608695652174,0.21307509881422926,0.04425691699604743,0.3903715415019763
v17 hybrid (v14 prior +0.15),253000,57.88853754940711,0.19239290344368992,18.795656126482214,1.3868221343873517,16.293400009683612,3.1373280632411067,1.0519367588932806,1.6510316205533597,36.62329011585356,14.488209486166008,0.02618181818181818,0.3355494071146245,0.20877470355731226,0.04275889328063241,0.38033596837944667
