battle_id,heuristic,opponent_type,winner,won,turns,team_us,team_opp,fainted_us,remaining_pokemon_us,total_hp_us,fainted_opp,remaining_pokemon_opp,total_hp_opp,moves_used
battle-gen9randomdoublesbattle-129470,v6,random,v6A4d826087,1,8,azelf|florgesblue|mewtwo|porygonz|walkingwake|wochien,arbok|conkeldurr|ironjugulis|kricketune|qwilfishhisui|thundurustherian,1,5,4.509,6,0,0,
battle-gen9randomdoublesbattle-129471,v6,random,v6A4d826087,1,8,brutebonnet|glaceon|golduck|hooh|necrozma|wyrdeer,cryogonal|gallade|ironmoth|latios|oricoriosensu|taurospaldeaaqua,1,5,4.086,6,0,0,
